terrainid,tx,ty,tz,urban,open,closed
7558,1000500,0,1004100,0.00336348,2.63896e-14,0.996637
7559,1000510,0,1004100,0.00256161,1.58844e-16,0.997438
7560,1000520,0,1004100,0.00104926,3.44365e-24,0.998951
7561,1000530,0,1004100,0.000270115,3.08084e-36,0.99973
7562,1000540,0,1004100,5.83699e-05,2.51028e-50,0.999942
7563,1000550,0,1004100,1.54897e-05,5.85412e-63,0.999985
7564,1000560,0,1004100,7.43192e-06,7.19821e-70,0.999993
7565,1000570,0,1004100,7.27584e-06,4.54453e-70,0.999993
7566,1000580,0,1004100,1.18194e-05,1.57583e-65,0.999988
7567,1000590,0,1004100,2.29404e-05,1.14691e-59,0.999977
7568,1000600,0,1004100,4.26284e-05,1.39142e-54,0.999957
7569,1000610,0,1004100,4.93351e-05,8.76975e-54,0.999951
7570,1000620,0,1004100,3.40432e-05,2.52723e-57,0.999966
7571,1000630,0,1004100,2.11575e-05,7.03121e-62,0.999979
7572,1000640,0,1004100,9.51703e-06,8.59848e-69,0.99999
7573,1000650,0,1004100,4.77255e-06,6.00202e-75,0.999995
7574,1000660,0,1004100,3.01353e-06,3.81887e-79,0.999997
7575,999660,0,1004110,0.00245873,7.06742e-16,0.997541
7576,999670,0,1004110,0.00273566,4.35971e-15,0.997264
7577,999680,0,1004110,0.00298911,1.86165e-14,0.997011
7578,999690,0,1004110,0.00312345,3.93369e-14,0.996877
7579,999700,0,1004110,0.00311888,3.09724e-14,0.996881
7580,999710,0,1004110,0.00375248,3.86479e-13,0.996248
7581,999720,0,1004110,0.00478094,1.44467e-11,0.995219
7582,999730,0,1004110,0.00489275,1.75514e-11,0.995107
7583,999740,0,1004110,0.00567515,1.24872e-10,0.994325
7584,999750,0,1004110,0.00801621,3.00144e-08,0.991984
7585,999760,0,1004110,0.00907623,3.00632e-07,0.990923
7586,999770,0,1004110,0.00835117,5.68086e-08,0.991649
7587,999780,0,1004110,0.00697004,2.54534e-09,0.99303
7588,999790,0,1004110,0.00580406,1.73499e-10,0.994196
7589,999800,0,1004110,0.00510501,2.3507e-11,0.994895
7590,999810,0,1004110,0.00544273,6.22428e-11,0.994557
7591,999820,0,1004110,0.00732083,5.08126e-09,0.992679
7592,999830,0,1004110,0.00915545,1.79543e-07,0.990844
7593,999840,0,1004110,0.0103903,1.23231e-06,0.989608
7594,999850,0,1004110,0.00903188,1.01621e-07,0.990968
7595,999860,0,1004110,0.00735003,3.59414e-09,0.99265
7596,999870,0,1004110,0.00624941,3.30372e-10,0.993751
7597,999880,0,1004110,0.00546432,3.9744e-11,0.994536
7598,999890,0,1004110,0.00498155,1.26442e-11,0.995018
7599,999900,0,1004110,0.00533094,5.25142e-11,0.994669
7600,999910,0,1004110,0.00542262,1.04433e-10,0.994577
7601,999920,0,1004110,0.00672579,2.91183e-09,0.993274
7602,999930,0,1004110,0.00783389,3.99058e-08,0.992166
7603,999940,0,1004110,0.00707091,1.62711e-08,0.992929
7604,999950,0,1004110,0.00635794,3.31921e-09,0.993642
7605,999960,0,1004110,0.00482547,1.34364e-11,0.995175
7606,999970,0,1004110,0.00351172,1.12897e-14,0.996488
7607,999980,0,1004110,0.00242997,7.29242e-18,0.99757
7608,999990,0,1004110,0.00242623,8.44425e-18,0.997574
7609,1000000,0,1004110,0.00373627,3.40403e-14,0.996264
7610,1000010,0,1004110,0.00683614,1.68998e-09,0.993164
7611,1000020,0,1004110,0.0106158,5.89203e-06,0.989378
7612,1000030,0,1004110,0.0118179,5.97016e-05,0.988122
7613,1000040,0,1004110,0.0138807,0.000637224,0.985482
7614,1000050,0,1004110,0.0139294,0.000531176,0.985539
7615,1000060,0,1004110,0.0123912,8.67197e-05,0.987522
7616,1000070,0,1004110,0.00569765,4.88542e-11,0.994302
7617,1000080,0,1004110,0.000644805,1.01072e-29,0.999355
7618,1000090,0,1004110,1.99848e-05,2.39506e-60,0.99998
7619,1000100,0,1004110,4.85022e-07,1.05757e-93,1
7620,1000110,0,1004110,2.62242e-08,3.55337e-119,1
7621,1000120,0,1004110,6.23786e-09,3.05459e-130,1
7622,1000130,0,1004110,3.83687e-09,2.95796e-133,1
7623,1000140,0,1004110,3.3474e-09,2.25906e-134,1
7624,1000150,0,1004110,3.40748e-09,3.45621e-134,1
7625,1000160,0,1004110,5.65667e-09,3.0181e-130,1
7626,1000170,0,1004110,3.08984e-08,4.42906e-117,1
7627,1000180,0,1004110,5.64985e-07,4.44005e-95,0.999999
7628,1000190,0,1004110,9.61638e-06,1.31573e-68,0.99999
7629,1000200,0,1004110,3.59891e-05,6.79226e-56,0.999964
7630,1000210,0,1004110,1.42411e-05,2.20468e-65,0.999986
7631,1000220,0,1004110,2.49144e-06,1.53172e-82,0.999998
7632,1000230,0,1004110,2.03251e-06,1.58468e-82,0.999998
7633,1000240,0,1004110,1.44496e-05,9.41208e-63,0.999986
7634,1000250,0,1004110,0.000165486,6.11553e-40,0.999835
7635,1000260,0,1004110,0.00101128,1.99883e-24,0.998989
7636,1000270,0,1004110,0.00236437,2.22739e-17,0.997636
7637,1000280,0,1004110,0.00349593,3.09915e-14,0.996504
7638,1000290,0,1004110,0.00510752,1.54933e-11,0.994892
7639,1000300,0,1004110,0.0056312,7.11142e-11,0.994369
7640,1000310,0,1004110,0.00512855,1.70278e-11,0.994871
7641,1000320,0,1004110,0.00400756,5.16002e-13,0.995992
7642,1000330,0,1004110,0.00276619,1.70394e-15,0.997234
7643,1000340,0,1004110,0.0021291,3.06762e-17,0.997871
7644,1000350,0,1004110,0.00216778,4.24077e-17,0.997832
7645,1000360,0,1004110,0.00317951,1.95678e-14,0.99682
7646,1000370,0,1004110,0.00475927,1.32946e-11,0.995241
7647,1000380,0,1004110,0.00672161,2.7108e-09,0.993278
7648,1000390,0,1004110,0.0071323,4.41041e-09,0.992868
7649,1000400,0,1004110,0.00620374,4.10786e-10,0.993796
7650,1000410,0,1004110,0.00475805,6.49754e-12,0.995242
7651,1000420,0,1004110,0.00448393,2.65752e-12,0.995516
7652,1000430,0,1004110,0.00460056,4.0944e-12,0.995399
7653,1000440,0,1004110,0.00477889,7.35257e-12,0.995221
7654,1000450,0,1004110,0.0051342,2.16091e-11,0.994866
7655,1000460,0,1004110,0.00545268,5.54262e-11,0.994547
7656,1000470,0,1004110,0.00547931,6.47048e-11,0.994521
7657,1000480,0,1004110,0.00496174,1.3543e-11,0.995038
7658,1000490,0,1004110,0.00412152,4.34647e-13,0.995878
7659,1000500,0,1004110,0.00274388,1.45305e-16,0.997256
7660,1000510,0,1004110,0.00113756,2.14149e-24,0.998862
7661,1000520,0,1004110,0.000250811,6.37098e-38,0.999749
7662,1000530,0,1004110,4.13702e-05,4.40005e-54,0.999959
7663,1000540,0,1004110,6.41384e-06,5.12962e-71,0.999994
7664,1000550,0,1004110,1.51768e-06,7.49642e-84,0.999998
7665,1000560,0,1004110,9.19079e-07,1.45289e-88,0.999999
7666,1000570,0,1004110,1.08279e-06,3.27217e-87,0.999999
7667,1000580,0,1004110,1.60001e-06,5.83173e-84,0.999998
7668,1000590,0,1004110,2.23453e-06,3.14969e-81,0.999998
7669,1000600,0,1004110,2.31794e-06,2.69449e-81,0.999998
7670,1000610,0,1004110,1.78262e-06,2.75136e-84,0.999998
7671,1000620,0,1004110,1.56033e-06,3.15922e-86,0.999998
7672,1000630,0,1004110,1.26394e-06,1.05988e-88,0.999999
7673,1000640,0,1004110,7.03808e-07,7.4103e-94,0.999999
7674,1000650,0,1004110,3.44795e-07,9.52808e-100,1
7675,1000660,0,1004110,1.93245e-07,1.31146e-104,1
7676,999660,0,1004120,0.00162964,1.34162e-18,0.99837
7677,999670,0,1004120,0.00158187,8.60517e-19,0.998418
7678,999680,0,1004120,0.00190824,1.67473e-17,0.998092
7679,999690,0,1004120,0.00212811,1.04546e-16,0.997872
7680,999700,0,1004120,0.00226163,2.25865e-16,0.997738
7681,999710,0,1004120,0.00285867,4.54489e-15,0.997141
7682,999720,0,1004120,0.00395933,4.98326e-13,0.996041
7683,999730,0,1004120,0.00449682,4.50955e-12,0.995503
7684,999740,0,1004120,0.00554313,9.1112e-11,0.994457
7685,999750,0,1004120,0.00771874,1.24003e-08,0.992281
7686,999760,0,1004120,0.00951064,3.7124e-07,0.990489
7687,999770,0,1004120,0.0096059,5.44447e-07,0.990394
7688,999780,0,1004120,0.00800799,2.61153e-08,0.991992
7689,999790,0,1004120,0.00641592,6.9624e-10,0.993584
7690,999800,0,1004120,0.00533838,3.85085e-11,0.994662
7691,999810,0,1004120,0.00630346,4.67267e-10,0.993697
7692,999820,0,1004120,0.00849884,5.06439e-08,0.991501
7693,999830,0,1004120,0.0109411,3.21358e-06,0.989056
7694,999840,0,1004120,0.0117641,1.03174e-05,0.988226
7695,999850,0,1004120,0.0110688,3.85487e-06,0.988927
7696,999860,0,1004120,0.00918548,1.47711e-07,0.990814
7697,999870,0,1004120,0.00696363,1.41752e-09,0.993036
7698,999880,0,1004120,0.00547112,4.55841e-11,0.994529
7699,999890,0,1004120,0.00477805,8.69157e-12,0.995222
7700,999900,0,1004120,0.00502168,2.02269e-11,0.994978
7701,999910,0,1004120,0.00532563,6.02414e-11,0.994674
7702,999920,0,1004120,0.00623314,9.61527e-10,0.993767
7703,999930,0,1004120,0.00809628,8.70492e-08,0.991904
7704,999940,0,1004120,0.00833193,1.97175e-07,0.991668
7705,999950,0,1004120,0.00822282,2.10864e-07,0.991777
7706,999960,0,1004120,0.00820693,2.10179e-07,0.991793
7707,999970,0,1004120,0.00790581,9.94038e-08,0.992094
7708,999980,0,1004120,0.00700858,9.18292e-09,0.992991
7709,999990,0,1004120,0.00736324,1.43965e-08,0.992637
7710,1000000,0,1004120,0.00817883,9.71268e-08,0.991821
7711,1000010,0,1004120,0.00971981,1.82668e-06,0.990278
7712,1000020,0,1004120,0.0102283,3.91228e-06,0.989768
7713,1000030,0,1004120,0.0114515,1.84986e-05,0.98853
7714,1000040,0,1004120,0.0128011,0.000128774,0.98707
7715,1000050,0,1004120,0.0138487,0.000589709,0.985562
7716,1000060,0,1004120,0.0124668,6.58466e-05,0.987467
7717,1000070,0,1004120,0.0055956,1.11636e-11,0.994404
7718,1000080,0,1004120,0.000632358,2.73541e-30,0.999368
7719,1000090,0,1004120,1.99382e-05,6.1736e-61,0.99998
7720,1000100,0,1004120,5.22849e-07,1.19508e-93,0.999999
7721,1000110,0,1004120,3.28851e-08,9.24128e-118,1
7722,1000120,0,1004120,9.44081e-09,1.26053e-127,1
7723,1000130,0,1004120,5.98959e-09,1.27056e-130,1
7724,1000140,0,1004120,4.47536e-09,2.30487e-132,1
7725,1000150,0,1004120,3.80504e-09,2.55796e-133,1
7726,1000160,0,1004120,5.67659e-09,9.97249e-131,1
7727,1000170,0,1004120,1.26631e-08,8.3841e-124,1
7728,1000180,0,1004120,1.41338e-07,1.10539e-106,1
7729,1000190,0,1004120,3.76462e-06,1.92744e-77,0.999996
7730,1000200,0,1004120,3.31269e-05,7.61534e-57,0.999967
7731,1000210,0,1004120,3.84687e-05,4.32069e-57,0.999962
7732,1000220,0,1004120,6.3619e-06,5.98163e-75,0.999994
7733,1000230,0,1004120,1.65558e-06,4.56354e-85,0.999998
7734,1000240,0,1004120,3.21376e-06,4.79523e-77,0.999997
7735,1000250,0,1004120,1.9688e-05,5.25016e-60,0.99998
7736,1000260,0,1004120,0.00011708,6.62877e-44,0.999883
7737,1000270,0,1004120,0.000378134,5.29809e-34,0.999622
7738,1000280,0,1004120,0.000778064,9.58857e-28,0.999222
7739,1000290,0,1004120,0.000926298,3.17279e-26,0.999074
7740,1000300,0,1004120,0.00105113,3.66535e-25,0.998949
7741,1000310,0,1004120,0.00134431,7.09852e-23,0.998656
7742,1000320,0,1004120,0.00178479,7.11642e-20,0.998215
7743,1000330,0,1004120,0.00190956,2.00304e-18,0.99809
7744,1000340,0,1004120,0.00181379,2.93448e-18,0.998186
7745,1000350,0,1004120,0.00205447,2.54257e-17,0.997946
7746,1000360,0,1004120,0.0031613,1.70157e-14,0.996839
7747,1000370,0,1004120,0.0049447,1.63707e-11,0.995055
7748,1000380,0,1004120,0.00679165,2.93451e-09,0.993208
7749,1000390,0,1004120,0.00708238,4.43228e-09,0.992918
7750,1000400,0,1004120,0.00580065,7.48343e-11,0.994199
7751,1000410,0,1004120,0.00422645,3.42201e-13,0.995774
7752,1000420,0,1004120,0.00348195,2.2164e-14,0.996518
7753,1000430,0,1004120,0.00313954,6.35157e-15,0.99686
7754,1000440,0,1004120,0.00358528,7.09244e-14,0.996415
7755,1000450,0,1004120,0.00400832,2.72758e-13,0.995992
7756,1000460,0,1004120,0.00413745,2.59262e-13,0.995863
7757,1000470,0,1004120,0.00378501,2.96417e-14,0.996215
7758,1000480,0,1004120,0.00281107,5.73421e-17,0.997189
7759,1000490,0,1004120,0.00153963,4.10746e-22,0.99846
7760,1000500,0,1004120,0.000580158,1.19336e-30,0.99942
7761,1000510,0,1004120,0.000130935,3.06719e-44,0.999869
7762,1000520,0,1004120,2.01952e-05,2.27565e-61,0.99998
7763,1000530,0,1004120,2.49206e-06,5.10031e-80,0.999998
7764,1000540,0,1004120,3.84394e-07,1.88986e-96,1
7765,1000550,0,1004120,1.24902e-07,2.812e-106,1
7766,1000560,0,1004120,8.11462e-08,3.79105e-110,1
7767,1000570,0,1004120,8.90127e-08,1.30678e-109,1
7768,1000580,0,1004120,1.27887e-07,1.34631e-106,1
7769,1000590,0,1004120,1.54813e-07,5.11903e-105,1
7770,1000600,0,1004120,1.44198e-07,5.20875e-106,1
7771,1000610,0,1004120,1.3787e-07,2.3508e-107,1
7772,1000620,0,1004120,1.46643e-07,7.63859e-108,1
7773,1000630,0,1004120,1.56407e-07,7.44932e-108,1
7774,1000640,0,1004120,1.45394e-07,7.17788e-109,1
7775,1000650,0,1004120,9.53708e-08,4.51606e-112,1
7776,1000660,0,1004120,5.42962e-08,2.62027e-116,1
7777,999660,0,1004130,0.0014692,2.37764e-19,0.998531
7778,999670,0,1004130,0.00138415,1.05493e-19,0.998616
7779,999680,0,1004130,0.00146779,2.94714e-19,0.998532
7780,999690,0,1004130,0.00187852,1.30323e-17,0.998121
7781,999700,0,1004130,0.00220502,1.15418e-16,0.997795
7782,999710,0,1004130,0.00275135,2.1973e-15,0.997249
7783,999720,0,1004130,0.00338083,3.89355e-14,0.996619
7784,999730,0,1004130,0.00419159,1.07731e-12,0.995808
7785,999740,0,1004130,0.00513072,2.69985e-11,0.994869
7786,999750,0,1004130,0.00659129,1.04689e-09,0.993409
7787,999760,0,1004130,0.0085215,4.85568e-08,0.991478
7788,999770,0,1004130,0.00917447,2.24795e-07,0.990825
7789,999780,0,1004130,0.00864642,9.30817e-08,0.991353
7790,999790,0,1004130,0.00675806,1.4509e-09,0.993242
7791,999800,0,1004130,0.00560275,6.91542e-11,0.994397
7792,999810,0,1004130,0.00694476,2.01877e-09,0.993055
7793,999820,0,1004130,0.00969209,4.70495e-07,0.990307
7794,999830,0,1004130,0.0122698,1.84636e-05,0.987712
7795,999840,0,1004130,0.0141106,0.000145239,0.985744
7796,999850,0,1004130,0.0135161,7.71254e-05,0.986407
7797,999860,0,1004130,0.0109099,2.79888e-06,0.989087
7798,999870,0,1004130,0.00780109,1.39798e-08,0.992199
7799,999880,0,1004130,0.00542424,4.97358e-11,0.994576
7800,999890,0,1004130,0.00457065,4.20654e-12,0.995429
7801,999900,0,1004130,0.00441739,3.31938e-12,0.995583
7802,999910,0,1004130,0.00452338,4.92814e-12,0.995477
7803,999920,0,1004130,0.00579566,4.1972e-10,0.994204
7804,999930,0,1004130,0.0071012,1.72488e-08,0.992899
7805,999940,0,1004130,0.00786571,7.46999e-08,0.992134
7806,999950,0,1004130,0.00874288,3.57555e-07,0.991257
7807,999960,0,1004130,0.00973924,2.69048e-06,0.990258
7808,999970,0,1004130,0.00939137,2.15742e-06,0.990606
7809,999980,0,1004130,0.00905283,6.54467e-07,0.990947
7810,999990,0,1004130,0.00975807,7.87278e-07,0.990241
7811,1000000,0,1004130,0.00879714,1.09749e-07,0.991203
7812,1000010,0,1004130,0.00591637,1.51771e-10,0.994084
7813,1000020,0,1004130,0.00445901,8.04093e-13,0.995541
7814,1000030,0,1004130,0.00514607,5.90346e-12,0.994854
7815,1000040,0,1004130,0.0066114,6.48876e-10,0.993389
7816,1000050,0,1004130,0.00759465,6.19572e-09,0.992405
7817,1000060,0,1004130,0.00706758,5.86501e-10,0.992932
7818,1000070,0,1004130,0.0031291,3.81602e-17,0.996871
7819,1000080,0,1004130,0.000466154,5.92523e-34,0.999534
7820,1000090,0,1004130,1.97527e-05,6.33311e-62,0.99998
7821,1000100,0,1004130,6.07128e-07,8.70992e-93,0.999999
7822,1000110,0,1004130,3.73219e-08,9.01234e-117,1
7823,1000120,0,1004130,1.18997e-08,4.19613e-126,1
7824,1000130,0,1004130,9.40159e-09,8.45735e-128,1
7825,1000140,0,1004130,8.22047e-09,2.63438e-128,1
7826,1000150,0,1004130,6.39212e-09,6.80328e-130,1
7827,1000160,0,1004130,6.40638e-09,5.52842e-130,1
7828,1000170,0,1004130,8.42083e-09,9.06183e-127,1
7829,1000180,0,1004130,4.9169e-08,1.86164e-113,1
7830,1000190,0,1004130,1.50542e-06,9.89055e-87,0.999998
7831,1000200,0,1004130,3.25518e-05,6.3354e-60,0.999967
7832,1000210,0,1004130,5.80045e-05,3.92754e-52,0.999942
7833,1000220,0,1004130,9.41441e-06,2.58769e-68,0.999991
7834,1000230,0,1004130,9.44814e-07,1.32727e-90,0.999999
7835,1000240,0,1004130,5.01715e-07,9.90033e-96,0.999999
7836,1000250,0,1004130,1.18109e-06,2.67989e-86,0.999999
7837,1000260,0,1004130,4.74815e-06,6.55024e-73,0.999995
7838,1000270,0,1004130,1.83206e-05,6.85806e-62,0.999982
7839,1000280,0,1004130,3.89887e-05,2.03266e-55,0.999961
7840,1000290,0,1004130,4.4332e-05,7.55975e-54,0.999956
7841,1000300,0,1004130,5.38792e-05,1.66215e-51,0.999946
7842,1000310,0,1004130,8.82286e-05,9.2776e-47,0.999912
7843,1000320,0,1004130,0.000237348,7.4428e-38,0.999763
7844,1000330,0,1004130,0.000559415,2.07511e-29,0.999441
7845,1000340,0,1004130,0.0010638,3.71584e-23,0.998936
7846,1000350,0,1004130,0.00173019,3.48103e-19,0.99827
7847,1000360,0,1004130,0.00274009,8.71505e-16,0.99726
7848,1000370,0,1004130,0.00414421,4.87339e-13,0.995856
7849,1000380,0,1004130,0.00430755,2.50335e-13,0.995692
7850,1000390,0,1004130,0.00313898,2.72257e-16,0.996861
7851,1000400,0,1004130,0.0020696,6.64256e-20,0.99793
7852,1000410,0,1004130,0.00137138,2.01226e-23,0.998629
7853,1000420,0,1004130,0.00112443,9.80029e-25,0.998876
7854,1000430,0,1004130,0.00112067,3.26878e-24,0.998879
7855,1000440,0,1004130,0.00109608,4.64944e-24,0.998904
7856,1000450,0,1004130,0.00106421,1.36984e-24,0.998936
7857,1000460,0,1004130,0.000916763,1.16204e-26,0.999083
7858,1000470,0,1004130,0.000631843,1.74817e-30,0.999368
7859,1000480,0,1004130,0.000331596,2.40116e-36,0.999668
7860,1000490,0,1004130,0.000117878,2.0967e-45,0.999882
7861,1000500,0,1004130,3.356e-05,1.18781e-56,0.999966
7862,1000510,0,1004130,7.19118e-06,6.4937e-71,0.999993
7863,1000520,0,1004130,1.22126e-06,3.93958e-87,0.999999
7864,1000530,0,1004130,1.97116e-07,2.39476e-103,1
7865,1000540,0,1004130,4.44684e-08,1.02675e-115,1
7866,1000550,0,1004130,1.56226e-08,6.83989e-124,1
7867,1000560,0,1004130,1.49628e-08,1.84192e-124,1
7868,1000570,0,1004130,1.91048e-08,7.88572e-123,1
7869,1000580,0,1004130,2.38161e-08,3.85128e-121,1
7870,1000590,0,1004130,3.15627e-08,3.52839e-119,1
7871,1000600,0,1004130,3.03088e-08,1.22491e-119,1
7872,1000610,0,1004130,2.65534e-08,1.08488e-120,1
7873,1000620,0,1004130,3.46379e-08,2.20253e-119,1
7874,1000630,0,1004130,5.65001e-08,1.47442e-116,1
7875,1000640,0,1004130,6.89672e-08,3.1634e-115,1
7876,1000650,0,1004130,5.62548e-08,8.90838e-117,1
7877,1000660,0,1004130,4.09123e-08,8.13792e-119,1
7878,999660,0,1004140,0.00168836,1.83189e-18,0.998312
7879,999670,0,1004140,0.00153965,5.2226e-19,0.99846
7880,999680,0,1004140,0.00165447,1.7192e-18,0.998346
7881,999690,0,1004140,0.00227689,1.90134e-16,0.997723
7882,999700,0,1004140,0.00259065,1.07605e-15,0.997409
7883,999710,0,1004140,0.00292528,6.06174e-15,0.997075
7884,999720,0,1004140,0.00324471,2.43213e-14,0.996755
7885,999730,0,1004140,0.00384486,2.20904e-13,0.996155
7886,999740,0,1004140,0.00484803,8.35248e-12,0.995152
7887,999750,0,1004140,0.00534421,4.34549e-11,0.994656
7888,999760,0,1004140,0.00690223,2.24068e-09,0.993098
7889,999770,0,1004140,0.00808799,2.48439e-08,0.991912
7890,999780,0,1004140,0.00819871,3.45901e-08,0.991801
7891,999790,0,1004140,0.00707628,3.43e-09,0.992924
7892,999800,0,1004140,0.00697899,2.34468e-09,0.993021
7893,999810,0,1004140,0.00740748,5.76427e-09,0.992593
7894,999820,0,1004140,0.00949199,3.55476e-07,0.990508
7895,999830,0,1004140,0.0119281,1.1675e-05,0.98806
7896,999840,0,1004140,0.0148866,0.000318812,0.984795
7897,999850,0,1004140,0.0155416,0.000625751,0.983833
7898,999860,0,1004140,0.0128172,4.07862e-05,0.987142
7899,999870,0,1004140,0.00775917,1.74856e-08,0.992241
7900,999880,0,1004140,0.00541441,5.54025e-11,0.994586
7901,999890,0,1004140,0.004133,9.28627e-13,0.995867
7902,999900,0,1004140,0.00376645,3.16625e-13,0.996234
7903,999910,0,1004140,0.004047,1.20777e-12,0.995953
7904,999920,0,1004140,0.00466955,1.56235e-11,0.99533
7905,999930,0,1004140,0.00615444,1.5215e-09,0.993846
7906,999940,0,1004140,0.00704315,9.48018e-09,0.992957
7907,999950,0,1004140,0.00742522,1.20854e-08,0.992575
7908,999960,0,1004140,0.00668459,1.06691e-09,0.993315
7909,999970,0,1004140,0.00668421,5.19036e-10,0.993316
7910,999980,0,1004140,0.00736309,1.57259e-09,0.992637
7911,999990,0,1004140,0.00677346,1.7434e-10,0.993227
7912,1000000,0,1004140,0.00381737,2.16295e-15,0.996183
7913,1000010,0,1004140,0.00136467,1.15677e-23,0.998635
7914,1000020,0,1004140,0.000630452,1.08667e-29,0.99937
7915,1000030,0,1004140,0.00059012,3.80296e-30,0.99941
7916,1000040,0,1004140,0.000825549,1.70743e-27,0.999174
7917,1000050,0,1004140,0.00105997,4.34343e-26,0.99894
7918,1000060,0,1004140,0.00110717,8.82879e-27,0.998893
7919,1000070,0,1004140,0.000586037,7.15391e-33,0.999414
7920,1000080,0,1004140,0.000160107,1.35831e-44,0.99984
7921,1000090,0,1004140,1.6041e-05,9.28978e-65,0.999984
7922,1000100,0,1004140,8.96879e-07,1.28298e-89,0.999999
7923,1000110,0,1004140,6.8193e-08,1.31528e-111,1
7924,1000120,0,1004140,1.50487e-08,2.5693e-124,1
7925,1000130,0,1004140,1.22097e-08,8.85614e-126,1
7926,1000140,0,1004140,1.3377e-08,5.44684e-125,1
7927,1000150,0,1004140,1.48872e-08,1.49451e-124,1
7928,1000160,0,1004140,1.10607e-08,1.32869e-126,1
7929,1000170,0,1004140,1.0345e-08,5.84598e-126,1
7930,1000180,0,1004140,2.75795e-08,3.02816e-117,1
7931,1000190,0,1004140,6.04295e-07,2.27746e-94,0.999999
7932,1000200,0,1004140,1.86935e-05,1.7192e-65,0.999981
7933,1000210,0,1004140,6.36318e-05,3.61991e-51,0.999936
7934,1000220,0,1004140,1.21689e-05,2.98543e-64,0.999988
7935,1000230,0,1004140,7.00637e-07,5.06207e-93,0.999999
7936,1000240,0,1004140,1.18313e-07,1.57919e-109,1
7937,1000250,0,1004140,1.1335e-07,5.23123e-108,1
7938,1000260,0,1004140,2.2609e-07,1.33557e-100,1
7939,1000270,0,1004140,5.80302e-07,1.93256e-93,0.999999
7940,1000280,0,1004140,1.18475e-06,1.50416e-87,0.999999
7941,1000290,0,1004140,1.46249e-06,2.92198e-85,0.999999
7942,1000300,0,1004140,1.4822e-06,3.98591e-84,0.999999
7943,1000310,0,1004140,2.81857e-06,8.4818e-78,0.999997
7944,1000320,0,1004140,1.00617e-05,4.77244e-66,0.99999
7945,1000330,0,1004140,4.68478e-05,1.12031e-51,0.999953
7946,1000340,0,1004140,0.000184358,2.34536e-39,0.999816
7947,1000350,0,1004140,0.000424445,3.54792e-32,0.999576
7948,1000360,0,1004140,0.00070832,3.77405e-28,0.999292
7949,1000370,0,1004140,0.000886956,1.13245e-26,0.999113
7950,1000380,0,1004140,0.000658952,5.38285e-30,0.999341
7951,1000390,0,1004140,0.000345586,4.97825e-36,0.999654
7952,1000400,0,1004140,0.000160596,6.82102e-43,0.999839
7953,1000410,0,1004140,0.000107673,1.0705e-46,0.999892
7954,1000420,0,1004140,9.79294e-05,1.54042e-47,0.999902
7955,1000430,0,1004140,9.2537e-05,3.2358e-47,0.999907
7956,1000440,0,1004140,7.98057e-05,8.22759e-48,0.99992
7957,1000450,0,1004140,6.75145e-05,2.45366e-49,0.999932
7958,1000460,0,1004140,4.50295e-05,8.63865e-54,0.999955
7959,1000470,0,1004140,2.42817e-05,6.76384e-60,0.999976
7960,1000480,0,1004140,9.7172e-06,5.22852e-68,0.99999
7961,1000490,0,1004140,3.65032e-06,7.31697e-77,0.999996
7962,1000500,0,1004140,1.20832e-06,5.36384e-87,0.999999
7963,1000510,0,1004140,3.91673e-07,2.3372e-97,1
7964,1000520,0,1004140,1.34006e-07,4.41154e-107,1
7965,1000530,0,1004140,4.15236e-08,2.76131e-117,1
7966,1000540,0,1004140,1.48943e-08,6.1267e-125,1
7967,1000550,0,1004140,8.67581e-09,1.25493e-128,1
7968,1000560,0,1004140,7.66982e-09,2.59452e-129,1
7969,1000570,0,1004140,8.38555e-09,1.17343e-128,1
7970,1000580,0,1004140,1.05689e-08,2.96575e-127,1
7971,1000590,0,1004140,1.4468e-08,2.67977e-125,1
7972,1000600,0,1004140,1.42561e-08,2.08666e-125,1
7973,1000610,0,1004140,1.28467e-08,9.5534e-126,1
7974,1000620,0,1004140,1.7553e-08,9.07296e-124,1
7975,1000630,0,1004140,2.51112e-08,4.52558e-122,1
7976,1000640,0,1004140,3.39098e-08,4.29038e-120,1
7977,1000650,0,1004140,3.03707e-08,5.23855e-121,1
7978,1000660,0,1004140,2.5354e-08,1.51634e-122,1
7979,999660,0,1004150,0.00224024,1.57897e-16,0.99776
7980,999670,0,1004150,0.00229279,2.52453e-16,0.997707
7981,999680,0,1004150,0.00254401,1.07051e-15,0.997456
7982,999690,0,1004150,0.00305694,1.42699e-14,0.996943
7983,999700,0,1004150,0.0038403,4.23565e-13,0.99616
7984,999710,0,1004150,0.0033695,5.33844e-14,0.996631
7985,999720,0,1004150,0.00351609,9.7374e-14,0.996484
7986,999730,0,1004150,0.0043033,1.59066e-12,0.995697
7987,999740,0,1004150,0.00483288,6.19266e-12,0.995167
7988,999750,0,1004150,0.00489464,8.75268e-12,0.995105
7989,999760,0,1004150,0.00589383,2.19672e-10,0.994106
7990,999770,0,1004150,0.00750815,8.37982e-09,0.992492
7991,999780,0,1004150,0.0085113,5.29974e-08,0.991489
7992,999790,0,1004150,0.00791028,1.73638e-08,0.99209
7993,999800,0,1004150,0.00710406,3.3066e-09,0.992896
7994,999810,0,1004150,0.00747527,7.9354e-09,0.992525
7995,999820,0,1004150,0.00806599,2.24287e-08,0.991934
7996,999830,0,1004150,0.00949436,2.64534e-07,0.990505
