terrainid,tx,ty,tz,urban,open,closed
3480,1000120,0,1003700,0.499995,7.49422e-15,0.500005
3481,1000130,0,1003700,0.00538048,1.24327e-10,0.99462
3482,1000140,0,1003700,0.00477604,1.87554e-13,0.995224
3483,1000150,0,1003700,0.00132403,9.42644e-26,0.998676
3484,1000160,0,1003700,0.000101827,4.69753e-48,0.999898
3485,1000170,0,1003700,3.15705e-06,7.62421e-78,0.999997
3486,1000180,0,1003700,2.12548e-07,3.38315e-103,1
3487,1000190,0,1003700,3.97096e-08,1.35451e-117,1
3488,1000200,0,1003700,2.40314e-08,5.14509e-120,1
3489,1000210,0,1003700,5.70489e-08,3.23232e-112,1
3490,1000220,0,1003700,5.36915e-07,4.72052e-93,0.999999
3491,1000230,0,1003700,1.45454e-05,2.20826e-63,0.999985
3492,1000240,0,1003700,0.000277962,5.5256e-37,0.999722
3493,1000250,0,1003700,0.00137689,3.67441e-23,0.998623
3494,1000260,0,1003700,0.00140035,5.8112e-23,0.9986
3495,1000270,0,1003700,0.000640475,2.30297e-28,0.99936
3496,1000280,0,1003700,0.000263798,1.90389e-33,0.999736
3497,1000290,0,1003700,6.81456e-05,1.20912e-42,0.999932
3498,1000300,0,1003700,9.47367e-06,7.72194e-58,0.999991
3499,1000310,0,1003700,1.71964e-06,4.53088e-72,0.999998
3500,1000320,0,1003700,9.22686e-07,6.51765e-78,0.999999
3501,1000330,0,1003700,1.40069e-06,5.50475e-75,0.999999
3502,1000340,0,1003700,1.49488e-06,9.78058e-76,0.999999
3503,1000350,0,1003700,7.26064e-07,6.7631e-85,0.999999
3504,1000360,0,1003700,2.37965e-07,1.88422e-98,1
3505,1000370,0,1003700,1.05755e-07,7.03933e-108,1
3506,1000380,0,1003700,1.92843e-07,2.93245e-103,1
3507,1000390,0,1003700,2.51223e-06,6.02516e-81,0.999997
3508,1000400,0,1003700,6.57341e-05,2.31211e-51,0.999934
3509,1000410,0,1003700,0.00112592,2.27897e-25,0.998874
3510,1000420,0,1003700,0.00554993,7.79005e-11,0.99445
3511,1000430,0,1003700,0.00917961,4.25129e-07,0.99082
3512,1000440,0,1003700,0.00970582,3.57302e-07,0.990294
3513,1000450,0,1003700,0.00409662,2.73853e-14,0.995903
3514,1000460,0,1003700,0.00102635,4.27806e-26,0.998974
3515,1000470,0,1003700,0.000265382,4.81808e-38,0.999735
3516,1000480,0,1003700,0.000145987,5.16083e-43,0.999854
3517,1000490,0,1003700,0.000112828,1.61336e-44,0.999887
3518,1000500,0,1003700,6.57077e-05,1.33654e-49,0.999934
3519,1000510,0,1003700,2.39092e-05,3.60862e-59,0.999976
3520,1000520,0,1003700,7.84187e-06,3.3575e-69,0.999992
3521,1000530,0,1003700,3.30424e-06,3.29416e-77,0.999997
3522,1000540,0,1003700,9.42885e-07,2.04889e-88,0.999999
3523,1000550,0,1003700,2.50522e-07,4.44766e-100,1
3524,1000560,0,1003700,1.11078e-07,3.26488e-107,1
3525,1000570,0,1003700,2.28748e-07,1.52458e-100,1
3526,1000580,0,1003700,8.995e-07,1.09169e-88,0.999999
3527,1000590,0,1003700,1.76852e-06,1.64695e-83,0.999998
3528,1000600,0,1003700,1.28875e-06,4.98898e-88,0.999999
3529,1000610,0,1003700,6.36516e-07,8.30974e-95,0.999999
3530,1000620,0,1003700,4.80823e-07,8.51455e-97,1
3531,1000630,0,1003700,8.84417e-07,8.77136e-91,0.999999
3532,1000640,0,1003700,3.99113e-06,6.4424e-77,0.999996
3533,1000650,0,1003700,2.66093e-05,6.84466e-59,0.999973
3534,1000660,0,1003700,0.000223283,3.52381e-39,0.999777
3535,999660,0,1003710,0.0135426,0.000594845,0.985863
3536,999670,0,1003710,0.0139637,0.00101166,0.985025
3537,999680,0,1003710,0.0119919,7.46197e-05,0.987933
3538,999690,0,1003710,0.00903341,8.76485e-07,0.990966
3539,999700,0,1003710,0.00739741,2.93195e-08,0.992603
3540,999710,0,1003710,0.00740854,1.87752e-08,0.992591
3541,999720,0,1003710,0.00713419,9.07699e-09,0.992866
3542,999730,0,1003710,0.00727795,1.02335e-08,0.992722
3543,999740,0,1003710,0.00662771,1.63356e-09,0.993372
3544,999750,0,1003710,0.00623311,5.38015e-10,0.993767
3545,999760,0,1003710,0.00553265,1.21358e-10,0.994467
3546,999770,0,1003710,0.00501222,2.93345e-11,0.994988
3547,999780,0,1003710,0.00580786,2.72152e-10,0.994192
3548,999790,0,1003710,0.00744509,1.52656e-08,0.992555
3549,999800,0,1003710,0.00927338,3.99299e-07,0.990726
3550,999810,0,1003710,0.00843575,6.2865e-08,0.991564
3551,999820,0,1003710,0.00672044,1.58925e-09,0.99328
3552,999830,0,1003710,0.00460757,4.46517e-12,0.995392
3553,999840,0,1003710,0.00357364,7.91255e-14,0.996426
3554,999850,0,1003710,0.00372477,1.29043e-13,0.996275
3555,999860,0,1003710,0.00447084,2.00571e-12,0.995529
3556,999870,0,1003710,0.004835,6.41927e-12,0.995165
3557,999880,0,1003710,0.00406794,6.0456e-13,0.995932
3558,999890,0,1003710,0.00335624,3.74368e-14,0.996644
3559,999900,0,1003710,0.00321737,1.14277e-14,0.996783
3560,999910,0,1003710,0.00371813,8.14927e-14,0.996282
3561,999920,0,1003710,0.00399203,3.03648e-13,0.996008
3562,999930,0,1003710,0.00202563,2.09053e-18,0.997974
3563,999940,0,1003710,0.000571321,6.834e-29,0.999429
3564,999950,0,1003710,0.000141152,1.17571e-41,0.999859
3565,999960,0,1003710,6.47381e-05,5.16966e-49,0.999935
3566,999970,0,1003710,9.86801e-05,2.32057e-45,0.999901
3567,999980,0,1003710,0.000324402,1.14114e-34,0.999676
3568,999990,0,1003710,0.00139076,7.56055e-23,0.998609
3569,1000000,0,1003710,0.00249792,3.33801e-18,0.997502
3570,1000010,0,1003710,0.00276478,2.20612e-17,0.997235
3571,1000020,0,1003710,0.473395,4.5478e-20,0.526605
3572,1000030,0,1003710,0.500018,2.05557e-28,0.499982
3573,1000040,0,1003710,1,1.84453e-36,6.07918e-10
3574,1000050,0,1003710,1,9.12788e-35,8.544e-14
3575,1000060,0,1003710,1,5.72165e-33,1.65359e-14
3576,1000070,0,1003710,1,8.50468e-25,1.87822e-08
3577,1000080,0,1003710,0.500197,1.14248e-12,0.499803
3578,1000090,0,1003710,0.502106,2.47858e-14,0.497894
3579,1000100,0,1003710,0.500941,1.80959e-15,0.499059
3580,1000110,0,1003710,0.314853,8.39538e-12,0.685147
3581,1000120,0,1003710,0.00430545,8.37781e-13,0.995695
3582,1000130,0,1003710,0.002151,6.79214e-18,0.997849
3583,1000140,0,1003710,0.00128856,1.66492e-23,0.998711
3584,1000150,0,1003710,0.00040232,1.66741e-35,0.999598
3585,1000160,0,1003710,4.71945e-05,1.47836e-54,0.999953
3586,1000170,0,1003710,2.87272e-06,3.36977e-79,0.999997
3587,1000180,0,1003710,2.10784e-07,7.59829e-103,1
3588,1000190,0,1003710,3.73671e-08,2.85437e-117,1
3589,1000200,0,1003710,2.39303e-08,6.13319e-120,1
3590,1000210,0,1003710,3.91514e-08,4.06674e-116,1
3591,1000220,0,1003710,2.21428e-07,8.98623e-101,1
3592,1000230,0,1003710,4.48978e-06,1.12013e-73,0.999996
3593,1000240,0,1003710,0.000146355,7.39637e-43,0.999854
3594,1000250,0,1003710,0.00177453,5.13587e-21,0.998225
3595,1000260,0,1003710,0.00379107,6.0899e-14,0.996209
3596,1000270,0,1003710,0.00360191,5.66153e-14,0.996398
3597,1000280,0,1003710,0.00171952,9.04701e-19,0.99828
3598,1000290,0,1003710,0.000539595,7.42051e-27,0.99946
3599,1000300,0,1003710,9.28988e-05,1.94459e-40,0.999907
3600,1000310,0,1003710,2.5127e-05,2.52533e-51,0.999975
3601,1000320,0,1003710,1.28846e-05,1.31743e-56,0.999987
3602,1000330,0,1003710,1.23033e-05,2.7771e-57,0.999988
3603,1000340,0,1003710,7.27798e-06,3.29171e-64,0.999993
3604,1000350,0,1003710,1.80938e-06,2.02749e-79,0.999998
3605,1000360,0,1003710,3.10234e-07,1.94373e-97,1
3606,1000370,0,1003710,1.11146e-07,6.19846e-108,1
3607,1000380,0,1003710,2.09525e-07,1.05803e-102,1
3608,1000390,0,1003710,1.86025e-06,9.0857e-83,0.999998
3609,1000400,0,1003710,4.31507e-05,3.92912e-54,0.999957
3610,1000410,0,1003710,0.000732053,2.05821e-28,0.999268
3611,1000420,0,1003710,0.00408789,2.62342e-13,0.995912
3612,1000430,0,1003710,0.00800607,2.85475e-08,0.991994
3613,1000440,0,1003710,0.00758243,9.52672e-09,0.992418
3614,1000450,0,1003710,0.00311499,2.43506e-16,0.996885
3615,1000460,0,1003710,0.000804062,1.24297e-28,0.999196
3616,1000470,0,1003710,0.000172477,7.3909e-42,0.999828
3617,1000480,0,1003710,5.14186e-05,5.08772e-52,0.999949
3618,1000490,0,1003710,3.06901e-05,1.00219e-56,0.999969
3619,1000500,0,1003710,1.72844e-05,2.64171e-62,0.999983
3620,1000510,0,1003710,7.3278e-06,9.38353e-70,0.999993
3621,1000520,0,1003710,3.08303e-06,4.85619e-77,0.999997
3622,1000530,0,1003710,1.49667e-06,2.84819e-84,0.999999
3623,1000540,0,1003710,4.61805e-07,6.95356e-95,1
3624,1000550,0,1003710,1.24491e-07,9.14327e-106,1
3625,1000560,0,1003710,6.64935e-08,2.38596e-111,1
3626,1000570,0,1003710,1.63699e-07,4.12185e-103,1
3627,1000580,0,1003710,6.88831e-07,2.75366e-90,0.999999
3628,1000590,0,1003710,1.5793e-06,4.35038e-84,0.999998
3629,1000600,0,1003710,1.09175e-06,2.28173e-89,0.999999
3630,1000610,0,1003710,3.71829e-07,2.81996e-99,1
3631,1000620,0,1003710,2.04531e-07,2.72531e-103,1
3632,1000630,0,1003710,4.78455e-07,5.63926e-95,1
3633,1000640,0,1003710,3.92637e-06,7.57031e-76,0.999996
3634,1000650,0,1003710,4.6569e-05,6.31286e-53,0.999953
3635,1000660,0,1003710,0.00051827,3.62005e-31,0.999482
3636,999660,0,1003720,0.0131179,0.00034406,0.986538
3637,999670,0,1003720,0.012304,0.00014249,0.987554
3638,999680,0,1003720,0.0101775,6.65822e-06,0.989816
3639,999690,0,1003720,0.00759647,4.41961e-08,0.992403
3640,999700,0,1003720,0.00622776,1.57382e-09,0.993772
3641,999710,0,1003720,0.00566583,3.49215e-10,0.994334
3642,999720,0,1003720,0.00672349,3.96898e-09,0.993277
3643,999730,0,1003720,0.00797225,3.8977e-08,0.992028
3644,999740,0,1003720,0.00836024,7.24174e-08,0.99164
3645,999750,0,1003720,0.00828998,7.67141e-08,0.99171
3646,999760,0,1003720,0.00739726,1.29685e-08,0.992603
3647,999770,0,1003720,0.00697781,4.2398e-09,0.993022
3648,999780,0,1003720,0.00698689,5.17964e-09,0.993013
3649,999790,0,1003720,0.00758977,2.54936e-08,0.99241
3650,999800,0,1003720,0.00677433,3.08985e-09,0.993226
3651,999810,0,1003720,0.00450159,3.59604e-12,0.995498
3652,999820,0,1003720,0.00334071,3.19863e-14,0.996659
3653,999830,0,1003720,0.00285256,2.55609e-15,0.997147
3654,999840,0,1003720,0.00278848,1.8112e-15,0.997212
3655,999850,0,1003720,0.00330157,2.48524e-14,0.996698
3656,999860,0,1003720,0.00465287,4.47137e-12,0.995347
3657,999870,0,1003720,0.00480049,7.95639e-12,0.9952
3658,999880,0,1003720,0.00437346,2.08329e-12,0.995627
3659,999890,0,1003720,0.00351482,6.80183e-14,0.996485
3660,999900,0,1003720,0.00328504,2.05172e-14,0.996715
3661,999910,0,1003720,0.00333895,2.68532e-14,0.996661
3662,999920,0,1003720,0.00325402,1.91058e-14,0.996746
3663,999930,0,1003720,0.00225321,3.51215e-17,0.997747
3664,999940,0,1003720,0.000879543,7.24846e-25,0.99912
3665,999950,0,1003720,0.000244027,2.95832e-36,0.999756
3666,999960,0,1003720,0.000118042,1.7218e-43,0.999882
3667,999970,0,1003720,0.000177287,1.82407e-40,0.999823
3668,999980,0,1003720,0.000542346,8.01294e-31,0.999458
3669,999990,0,1003720,0.00187528,1.66012e-20,0.998125
3670,1000000,0,1003720,0.00281089,8.13064e-17,0.997189
3671,1000010,0,1003720,0.00235723,5.02482e-18,0.997643
3672,1000020,0,1003720,0.00159192,1.4425e-20,0.998408
3673,1000030,0,1003720,0.00178485,3.15841e-19,0.998215
3674,1000040,0,1003720,0.496731,4.99622e-18,0.503269
3675,1000050,0,1003720,0.500497,2.77143e-19,0.499503
3676,1000060,0,1003720,0.530685,5.4231e-17,0.469315
3677,1000070,0,1003720,0.483709,2.99092e-11,0.516291
3678,1000080,0,1003720,0.00679555,2.59421e-09,0.993204
3679,1000090,0,1003720,0.00622836,6.74571e-10,0.993772
3680,1000100,0,1003720,0.00575039,2.81326e-10,0.99425
3681,1000110,0,1003720,0.00434166,4.38163e-12,0.995658
3682,1000120,0,1003720,0.00256496,2.51152e-16,0.997435
3683,1000130,0,1003720,0.000915945,1.08716e-25,0.999084
3684,1000140,0,1003720,0.000394916,2.19637e-34,0.999605
3685,1000150,0,1003720,0.000120184,1.44828e-45,0.99988
3686,1000160,0,1003720,1.74613e-05,5.12578e-62,0.999983
3687,1000170,0,1003720,2.09659e-06,5.31784e-83,0.999998
3688,1000180,0,1003720,2.14018e-07,1.36473e-102,1
3689,1000190,0,1003720,4.90469e-08,9.27959e-114,1
3690,1000200,0,1003720,3.97401e-08,7.5995e-116,1
3691,1000210,0,1003720,4.34545e-08,1.19201e-115,1
3692,1000220,0,1003720,1.03822e-07,1.19918e-106,1
3693,1000230,0,1003720,1.31242e-06,1.46513e-83,0.999999
3694,1000240,0,1003720,5.04979e-05,1.43435e-51,0.99995
3695,1000250,0,1003720,0.00121859,3.44643e-24,0.998781
3696,1000260,0,1003720,0.00510142,1.35777e-11,0.994899
3697,1000270,0,1003720,0.00487281,3.13685e-11,0.995127
3698,1000280,0,1003720,0.00208932,4.61496e-17,0.997911
3699,1000290,0,1003720,0.000671332,2.5278e-25,0.999329
3700,1000300,0,1003720,0.000206898,3.89444e-34,0.999793
3701,1000310,0,1003720,9.988e-05,8.54631e-40,0.9999
3702,1000320,0,1003720,0.00010504,1.53683e-39,0.999895
3703,1000330,0,1003720,8.38386e-05,1.3509e-42,0.999916
3704,1000340,0,1003720,2.38877e-05,4.90673e-56,0.999976
3705,1000350,0,1003720,2.65895e-06,6.82704e-78,0.999997
3706,1000360,0,1003720,2.76607e-07,1.88454e-99,1
3707,1000370,0,1003720,8.21282e-08,4.84856e-111,1
3708,1000380,0,1003720,1.10476e-07,4.51089e-108,1
3709,1000390,0,1003720,6.45101e-07,4.31822e-91,0.999999
3710,1000400,0,1003720,1.34251e-05,2.48412e-63,0.999987
3711,1000410,0,1003720,0.000297414,9.72499e-36,0.999703
3712,1000420,0,1003720,0.00219271,2.27142e-18,0.997807
3713,1000430,0,1003720,0.00567469,2.5958e-10,0.994325
3714,1000440,0,1003720,0.0053156,5.38005e-11,0.994684
3715,1000450,0,1003720,0.00178781,3.89365e-21,0.998212
3716,1000460,0,1003720,0.000300523,1.36789e-37,0.999699
3717,1000470,0,1003720,4.55391e-05,1.75313e-54,0.999954
3718,1000480,0,1003720,7.8016e-06,7.90748e-70,0.999992
3719,1000490,0,1003720,3.31132e-06,2.82124e-77,0.999997
3720,1000500,0,1003720,2.32075e-06,2.5586e-80,0.999998
3721,1000510,0,1003720,1.57621e-06,1.90848e-83,0.999998
3722,1000520,0,1003720,1.26117e-06,1.13504e-85,0.999999
3723,1000530,0,1003720,8.54313e-07,2.30464e-89,0.999999
3724,1000540,0,1003720,2.61553e-07,1.85971e-99,1
3725,1000550,0,1003720,8.25045e-08,3.1467e-109,1
3726,1000560,0,1003720,5.06231e-08,1.47856e-113,1
3727,1000570,0,1003720,1.09995e-07,2.21692e-106,1
3728,1000580,0,1003720,5.93578e-07,9.80093e-92,0.999999
3729,1000590,0,1003720,1.2876e-06,2.05171e-85,0.999999
3730,1000600,0,1003720,8.12924e-07,2.50765e-90,0.999999
3731,1000610,0,1003720,2.76927e-07,6.65168e-101,1
3732,1000620,0,1003720,1.56489e-07,2.22715e-105,1
3733,1000630,0,1003720,4.62331e-07,2.14031e-94,1
3734,1000640,0,1003720,5.97676e-06,1.40582e-70,0.999994
3735,1000650,0,1003720,0.000108244,8.52696e-45,0.999892
3736,1000660,0,1003720,0.0011608,4.61119e-24,0.998839
3737,999660,0,1003730,0.0119279,6.18555e-05,0.98801
3738,999670,0,1003730,0.0112375,2.85617e-05,0.988734
3739,999680,0,1003730,0.00818965,2.04775e-07,0.99181
3740,999690,0,1003730,0.00655093,4.27541e-09,0.993449
3741,999700,0,1003730,0.00527599,1.35333e-10,0.994724
3742,999710,0,1003730,0.00485815,3.44151e-11,0.995142
3743,999720,0,1003730,0.00599135,5.53454e-10,0.994009
3744,999730,0,1003730,0.00826119,7.2123e-08,0.991739
3745,999740,0,1003730,0.00950205,7.42056e-07,0.990497
3746,999750,0,1003730,0.00994298,1.79297e-06,0.990055
3747,999760,0,1003730,0.00981627,1.13599e-06,0.990183
3748,999770,0,1003730,0.00819862,5.25162e-08,0.991801
3749,999780,0,1003730,0.00751658,1.44392e-08,0.992483
3750,999790,0,1003730,0.00561031,1.56596e-10,0.99439
3751,999800,0,1003730,0.00266714,4.08583e-16,0.997333
3752,999810,0,1003730,0.00106222,4.97831e-23,0.998938
3753,999820,0,1003730,0.00070102,5.71723e-26,0.999299
3754,999830,0,1003730,0.000924956,1.30618e-23,0.999075
3755,999840,0,1003730,0.00174742,9.92818e-19,0.998253
3756,999850,0,1003730,0.00323394,1.91547e-14,0.996766
3757,999860,0,1003730,0.00530124,5.19776e-11,0.994699
3758,999870,0,1003730,0.00619569,7.55862e-10,0.993804
3759,999880,0,1003730,0.00481865,1.16251e-11,0.995181
3760,999890,0,1003730,0.00328526,1.3341e-14,0.996715
3761,999900,0,1003730,0.0021315,1.19056e-17,0.997869
3762,999910,0,1003730,0.00203531,7.47125e-18,0.997965
3763,999920,0,1003730,0.00256906,4.53803e-16,0.997431
3764,999930,0,1003730,0.00270652,1.18943e-15,0.997293
3765,999940,0,1003730,0.00176586,5.5488e-19,0.998234
3766,999950,0,1003730,0.000866947,2.39022e-25,0.999133
3767,999960,0,1003730,0.000499509,1.34049e-30,0.9995
3768,999970,0,1003730,0.000754802,8.35363e-28,0.999245
3769,999980,0,1003730,0.00168984,3.0878e-21,0.99831
3770,999990,0,1003730,0.0033334,2.69776e-15,0.996667
3771,1000000,0,1003730,0.00238012,9.92259e-18,0.99762
3772,1000010,0,1003730,0.000671302,1.16147e-27,0.999329
3773,1000020,0,1003730,0.000261611,8.58417e-35,0.999738
3774,1000030,0,1003730,0.000270987,4.5176e-34,0.999729
3775,1000040,0,1003730,0.000754582,1.14125e-25,0.999245
3776,1000050,0,1003730,0.00232866,7.76394e-17,0.997671
3777,1000060,0,1003730,0.00471801,1.00995e-11,0.995282
3778,1000070,0,1003730,0.00535151,5.8515e-11,0.994648
3779,1000080,0,1003730,0.00508892,2.99499e-11,0.994911
3780,1000090,0,1003730,0.0052467,3.23241e-11,0.994753
3781,1000100,0,1003730,0.0053665,4.79894e-11,0.994633
3782,1000110,0,1003730,0.0042975,4.992e-12,0.995703
3783,1000120,0,1003730,0.0018275,3.78744e-19,0.998172
3784,1000130,0,1003730,0.000567639,1.76041e-31,0.999432
3785,1000140,0,1003730,0.000179712,1.23685e-42,0.99982
3786,1000150,0,1003730,5.01358e-05,1.11936e-53,0.99995
3787,1000160,0,1003730,1.08208e-05,2.60881e-67,0.999989
3788,1000170,0,1003730,1.99747e-06,2.53417e-83,0.999998
3789,1000180,0,1003730,3.56946e-07,6.94602e-98,1
3790,1000190,0,1003730,1.213e-07,7.09488e-106,1
3791,1000200,0,1003730,8.60526e-08,2.10623e-108,1
3792,1000210,0,1003730,6.58228e-08,2.02673e-110,1
3793,1000220,0,1003730,9.96925e-08,5.32472e-106,1
3794,1000230,0,1003730,7.42021e-07,4.73489e-88,0.999999
3795,1000240,0,1003730,1.82133e-05,1.22018e-59,0.999982
3796,1000250,0,1003730,0.000426896,3.38202e-32,0.999573
3797,1000260,0,1003730,0.00268503,2.11525e-16,0.997315
3798,1000270,0,1003730,0.00207577,9.48935e-18,0.997924
3799,1000280,0,1003730,0.000672965,2.53604e-26,0.999327
3800,1000290,0,1003730,0.000187205,5.6535e-36,0.999813
3801,1000300,0,1003730,0.000103647,2.71321e-40,0.999896
3802,1000310,0,1003730,0.0001151,7.60842e-39,0.999885
3803,1000320,0,1003730,0.000160547,2.16541e-36,0.999839
3804,1000330,0,1003730,0.000177598,2.66447e-38,0.999822
3805,1000340,0,1003730,3.36812e-05,7.42868e-55,0.999966
3806,1000350,0,1003730,2.05001e-06,2.82846e-81,0.999998
3807,1000360,0,1003730,1.72166e-07,3.72479e-104,1
3808,1000370,0,1003730,4.98774e-08,2.85257e-115,1
3809,1000380,0,1003730,5.27572e-08,6.70604e-114,1
3810,1000390,0,1003730,2.25834e-07,7.98416e-100,1
3811,1000400,0,1003730,4.01635e-06,2.18733e-73,0.999996
3812,1000410,0,1003730,0.000102792,2.62256e-44,0.999897
3813,1000420,0,1003730,0.001232,1.15339e-22,0.998768
3814,1000430,0,1003730,0.00333841,5.35979e-14,0.996662
3815,1000440,0,1003730,0.00308542,1.44769e-15,0.996915
3816,1000450,0,1003730,0.000717945,2.75567e-29,0.999282
3817,1000460,0,1003730,6.90211e-05,8.38372e-51,0.999931
3818,1000470,0,1003730,5.58312e-06,1.06305e-73,0.999994
3819,1000480,0,1003730,7.48093e-07,2.97576e-91,0.999999
3820,1000490,0,1003730,3.45096e-07,3.38957e-97,1
3821,1000500,0,1003730,4.06497e-07,2.53496e-95,1
3822,1000510,0,1003730,5.00832e-07,1.16029e-93,0.999999
3823,1000520,0,1003730,6.70934e-07,9.99695e-92,0.999999
3824,1000530,0,1003730,4.55686e-07,4.43235e-95,1
3825,1000540,0,1003730,1.5236e-07,5.69527e-104,1
3826,1000550,0,1003730,5.91634e-08,4.55545e-112,1
3827,1000560,0,1003730,4.19121e-08,9.60462e-115,1
3828,1000570,0,1003730,7.40135e-08,7.40594e-110,1
3829,1000580,0,1003730,2.7848e-07,1.82298e-98,1
3830,1000590,0,1003730,5.88668e-07,4.52414e-92,0.999999
3831,1000600,0,1003730,3.79912e-07,3.56716e-96,1
3832,1000610,0,1003730,1.65468e-07,1.43762e-104,1
3833,1000620,0,1003730,1.55949e-07,4.54368e-105,1
3834,1000630,0,1003730,7.87087e-07,1.85568e-89,0.999999
3835,1000640,0,1003730,1.30732e-05,2.41917e-63,0.999987
3836,1000650,0,1003730,0.000235419,1.37394e-37,0.999765
3837,1000660,0,1003730,0.00208264,9.28529e-19,0.997917
3838,999660,0,1003740,0.0107057,9.64873e-06,0.989285
3839,999670,0,1003740,0.00959739,1.69248e-06,0.990401
3840,999680,0,1003740,0.0069825,1.29533e-08,0.993017
3841,999690,0,1003740,0.00497052,7.54712e-11,0.995029
3842,999700,0,1003740,0.00428055,7.05814e-12,0.995719
3843,999710,0,1003740,0.00452986,9.84468e-12,0.99547
3844,999720,0,1003740,0.00572832,2.87227e-10,0.994272
3845,999730,0,1003740,0.00865197,2.1004e-07,0.991348
3846,999740,0,1003740,0.0104815,3.86342e-06,0.989515
3847,999750,0,1003740,0.0111666,8.21446e-06,0.988825
3848,999760,0,1003740,0.00988831,1.15717e-06,0.990111
3849,999770,0,1003740,0.0086497,1.44579e-07,0.99135
3850,999780,0,1003740,0.0059334,3.19153e-10,0.994067
3851,999790,0,1003740,0.00207362,3.83037e-18,0.997926
3852,999800,0,1003740,0.000364013,1.48525e-31,0.999636
3853,999810,0,1003740,9.24145e-05,1.13123e-42,0.999908
3854,999820,0,1003740,6.83788e-05,5.42634e-45,0.999932
3855,999830,0,1003740,0.000199636,5.59559e-36,0.9998
3856,999840,0,1003740,0.00079739,1.07915e-24,0.999203
3857,999850,0,1003740,0.00323469,2.32579e-14,0.996765
3858,999860,0,1003740,0.00677421,3.63865e-09,0.993226
3859,999870,0,1003740,0.00879856,2.01534e-07,0.991201
3860,999880,0,1003740,0.00456338,2.07138e-12,0.995437
3861,999890,0,1003740,0.00152754,8.2023e-21,0.998472
3862,999900,0,1003740,0.000569912,2.11272e-28,0.99943
3863,999910,0,1003740,0.000543836,1.04104e-28,0.999456
3864,999920,0,1003740,0.000982472,1.30393e-23,0.999018
3865,999930,0,1003740,0.00234057,1.13124e-16,0.997659
3866,999940,0,1003740,0.00324948,2.97012e-14,0.996751
3867,999950,0,1003740,0.00258931,2.4241e-16,0.997411
3868,999960,0,1003740,0.00222447,7.56512e-18,0.997776
3869,999970,0,1003740,0.00300002,6.59548e-16,0.997
3870,999980,0,1003740,0.00542746,2.77967e-11,0.994573
3871,999990,0,1003740,0.0036578,8.20911e-14,0.996342
3872,1000000,0,1003740,0.000590455,2.57725e-28,0.99941
3873,1000010,0,1003740,5.74457e-05,2.00971e-47,0.999943
3874,1000020,0,1003740,1.31346e-05,1.00294e-59,0.999987
3875,1000030,0,1003740,1.89322e-05,2.56154e-56,0.999981
3876,1000040,0,1003740,9.6677e-05,3.32848e-42,0.999903
3877,1000050,0,1003740,0.000721868,1.24176e-25,0.999278
3878,1000060,0,1003740,0.00268597,1.69484e-15,0.997314
3879,1000070,0,1003740,0.00415413,1.40445e-12,0.995846
3880,1000080,0,1003740,0.00446979,4.13713e-12,0.99553
3881,1000090,0,1003740,0.00493878,2.34021e-11,0.995061
3882,1000100,0,1003740,0.00495884,1.51369e-11,0.995041
3883,1000110,0,1003740,0.00432068,1.21435e-12,0.995679
3884,1000120,0,1003740,0.00174365,9.76925e-21,0.998256
3885,1000130,0,1003740,0.000471952,7.32502e-34,0.999528
3886,1000140,0,1003740,0.000126131,6.11562e-46,0.999874
3887,1000150,0,1003740,3.68025e-05,2.90874e-56,0.999963
3888,1000160,0,1003740,1.44236e-05,4.44076e-66,0.999986
3889,1000170,0,1003740,3.47648e-06,1.0075e-78,0.999997
3890,1000180,0,1003740,7.11174e-07,8.7668e-92,0.999999
3891,1000190,0,1003740,3.32596e-07,2.17017e-97,1
3892,1000200,0,1003740,2.25207e-07,7.25419e-100,1
3893,1000210,0,1003740,1.42885e-07,5.63611e-102,1
3894,1000220,0,1003740,2.24499e-07,8.40437e-98,1
3895,1000230,0,1003740,1.28831e-06,1.07936e-82,0.999999
3896,1000240,0,1003740,1.74739e-05,1.3038e-59,0.999983
3897,1000250,0,1003740,0.000236669,2.68672e-36,0.999763
3898,1000260,0,1003740,0.000695479,6.0152e-26,0.999305
3899,1000270,0,1003740,0.000411665,4.76043e-30,0.999588
3900,1000280,0,1003740,8.62029e-05,3.9126e-43,0.999914
3901,1000290,0,1003740,2.42821e-05,1.60212e-53,0.999976
3902,1000300,0,1003740,1.87455e-05,2.01387e-55,0.999981
3903,1000310,0,1003740,3.25241e-05,1.72649e-50,0.999967
3904,1000320,0,1003740,7.42712e-05,2.01862e-44,0.999926
3905,1000330,0,1003740,5.69358e-05,1.3669e-48,0.999943
3906,1000340,0,1003740,1.2064e-05,2.0441e-64,0.999988
3907,1000350,0,1003740,9.06733e-07,7.77253e-89,0.999999
3908,1000360,0,1003740,9.94088e-08,2.03582e-109,1
3909,1000370,0,1003740,3.178e-08,1.07435e-118,1
3910,1000380,0,1003740,2.9824e-08,3.93718e-118,1
3911,1000390,0,1003740,1.29549e-07,1.06738e-104,1
3912,1000400,0,1003740,2.0841e-06,3.59493e-79,0.999998
3913,1000410,0,1003740,5.16968e-05,9.49596e-50,0.999948
3914,1000420,0,1003740,0.000711106,1.09772e-26,0.999289
3915,1000430,0,1003740,0.00220962,1.3886e-17,0.99779
3916,1000440,0,1003740,0.00156612,1.16999e-21,0.998434
