X,Z,open,closed,neighbors,DToPath,ElevationChange
9470,16430,4.93256e-13,0.9957,7.969791,110.0,0.5147119261331086
9470,16440,2.45083e-16,0.997436,7.969989,102.2213840469127,0.3159002519635134
9470,16450,4.43145e-19,0.998319,7.970291,94.35820065869092,0.22418384693688057
9470,16460,1.53285e-20,0.998656,7.9729399999999995,86.49501727046629,0.22014932213816987
9470,16470,3.6662e-20,0.998592,7.977592,78.63183388224053,-0.03319010722017475
9470,16480,2.21187e-19,0.998457,7.981839,70.76865049401876,0.0055032166335681155
9470,16490,1.10893e-20,0.998683,7.983302000000001,62.905467105792994,0.10605305293581499
9470,16500,1.23468e-21,0.998798,7.9814,55.04228371756836,0.22377298990315542
9470,16510,2.9372e-22,0.998859,7.981142999999999,47.17910032934546,0.17704178147452274
9470,16520,2.25949e-22,0.998825,7.983338,39.315916941120825,0.3119201996534507
9470,16530,3.9659e-22,0.99876,7.984545,31.452733552895065,0.2782453851320144
9470,16540,3.53179e-20,0.998304,7.983333,23.58955016467329,0.2497096473494859
9470,16550,3.01251e-18,0.997819,7.9788120000000005,15.726366776447533,0.26481271639328907
9470,16560,5.0362e-18,0.997966,7.9758059999999995,7.863183388222898,0.14868104364071827
9470,16570,9.4228e-20,0.99849,7.970712,0.0,0.0
9470,16580,1.13826e-20,0.998716,7.938860999999999,7.863183388224635,-0.02362954155892176
9470,16590,3.45221e-19,0.998394,7.850915,15.726366776450394,0.0077533889598420235
9470,16600,5.59743e-17,0.997746,7.916067,23.58955016467217,0.026673977440165485
9470,16610,5.39615e-17,0.997742,7.946414,31.45273355289793,0.021017443138018205
9470,16620,1.67768e-18,0.998117,7.950043999999999,39.315916941122566,0.01716219879090753
9470,16630,4.27935e-21,0.99858,7.9226659999999995,47.17910032934546,-0.031463632884462696
9470,16640,5.50738e-22,0.998674,7.837688999999999,55.48367923732201,-0.0937705125791954
9470,16650,3.96758e-20,0.998298,7.905901,63.40991912836601,-0.0937705125791954
9470,16660,4.2912e-18,0.997816,7.940258,71.3361590194129,-0.10534251904971285
9470,16670,3.09411e-18,0.997941,7.946399,79.26239891045869,-0.09963784616070505
9470,16680,1.38781e-19,0.998306,7.921272999999999,87.18863880150556,-0.03558163150916769
9470,16690,1.0273e-19,0.998364,7.840008999999999,95.11487869255134,-0.03198277431465949
9470,16700,1.05952e-19,0.998413,7.910683,103.04111858359823,-0.07684156435873284
9470,16710,2.55063e-20,0.998569,7.942080000000001,110.96735847464512,-0.009052310519330087
9470,16720,3.75448e-21,0.998714,7.928279,118.8935983656909,-0.01928023795193414
9470,16730,2.10943e-21,0.998666,6.966758489999999,126.81983825673491,-0.03700192754572978
9470,16740,2.16454e-20,0.998496,6.963253609999999,134.74607814778358,0.060688641014372435
9470,16750,1.07554e-16,0.997777,6.95942513,142.67231803882757,0.060688641014372435
9470,16760,1.06863e-11,0.995633,6.95596812,150.59855792987446,-0.10535816193350157
9470,16770,4.82747e-08,0.992108,6.9370232,158.52479782092024,-0.32111749559920344
9470,16780,1.58824e-05,0.988797,5.96377209,166.45103771196423,-0.40966323894792706
9470,16790,0.000384621,0.986281,5.175778310000001,174.37727760301112,-0.5271149002760644
9470,16800,0.00114174,0.98336,4.639682140000001,182.30351749405693,-0.7448485972980776
9470,16810,0.000905993,0.982406,4.05184834,190.5319895040994,-0.9610457579403235
9470,16820,0.00240254,0.98069,4.16619745,198.34067759852914,-1.2811414137283537
9480,16430,1.13885e-12,0.995347,7.973083999999999,116.26278295445718,0.4290664535828825
9480,16440,4.04635e-15,0.996785,7.973172,108.39959956623429,0.33098465830305074
9480,16450,1.06946e-17,0.997892,7.974696,100.53641617800965,0.25977132346411197
9480,16460,1.0007e-18,0.99821,7.9779160000000005,92.67323278978675,0.10224925972855474
9480,16470,3.32818e-18,0.998074,7.981706999999999,84.81004940155925,0.02883490675476046
9480,16480,9.70058e-18,0.998011,7.984327,76.94686601333636,0.09973272981338337
9480,16490,8.40038e-19,0.998274,7.985249999999999,69.08368262511172,0.18015654957659707
9480,16500,1.79777e-19,0.998385,7.984814,61.22049923688883,0.21814778988754802
9480,16510,3.54364e-21,0.998713,7.984601,53.357315848664186,0.38839806510807384
9480,16520,9.06067e-23,0.998929,7.985414,45.494132460441286,0.3848818663172526
9480,16530,4.45947e-22,0.998731,7.98632,37.630949072213795,0.3222736601352897
9480,16540,1.31233e-20,0.998368,7.9856869999999995,29.76776568399202,0.4269280237019885
9480,16550,3.96477e-19,0.998093,7.983149,21.90458229576626,0.3334757582602867
9480,16560,1.62646e-18,0.998093,7.980325,14.041398907541627,0.25460623291280665
9480,16570,1.00428e-18,0.998171,7.977566,6.178215519318728,0.10168064940652483
9480,16580,1.56368e-18,0.998164,7.97531,1.6849678689059064,-0.011608633306952762
9480,16590,1.57487e-17,0.997945,7.974079,9.548151257131666,0.017229851426215404
9480,16600,7.2481e-16,0.997389,7.972967,17.41133464535344,0.005754169516488461
9480,16610,3.39072e-16,0.997413,7.969815999999999,25.2745180335792,-0.04471168660699489
9480,16620,1.80651e-17,0.997763,7.967419,33.534091846732196,-0.10784927894847307
9480,16630,1.78417e-18,0.998001,7.9664,41.46033173777798,-0.10784927894847307
9480,16640,4.52807e-19,0.998063,7.966914,49.38657162882486,-0.1184268641985209
9480,16650,7.16908e-18,0.997641,7.966086,57.31281151987175,-0.11264918389865879
9480,16660,7.94779e-17,0.99733,7.963009999999999,65.23905141091753,-0.10898822742884982
9480,16670,3.78171e-17,0.99757,7.961644,73.16529130196442,-0.04905983818732293
