X,Z,open,closed,neighbors,DToPath,ElevationChange
8900,16070,0.97757,0.00530342,0.08468913999999998,177.99766379599342,-0.07601296363666496
8900,16080,0.977385,0.005329,1.2330858100000002,174.4377105200739,-0.0936821480884943
8900,16090,0.978085,0.00488245,2.22510076,170.8777572441543,-0.06490169928044026
8900,16100,0.978484,0.00478074,2.84443811,167.31780396823387,-0.03961647372198543
8900,16110,0.973606,0.00439497,2.9623151400000003,164.574603143985,-0.0008305534107977351
8900,16120,0.935513,0.0354986,2.96953187,162.78574876198502,0.018020052629316025
8900,16130,0.00559254,0.97615,3.1556207099999996,160.996894379985,0.05179794800581199
8900,16140,7.85742e-08,0.990508,4.18783208,159.20803999798503,0.06398875864045564
8900,16150,8.09682e-12,0.994509,4.81084357,157.41918561598504,0.05846618499329664
8900,16160,3.82425e-13,0.995399,4.9311203500000005,155.63033123398552,0.05112578084648113
8900,16170,2.90641e-11,0.994022,4.97132544,153.84147685198553,0.03625501246468961
8900,16180,2.97045e-10,0.993261,6.0958529,152.05262246998552,-0.040668800440733455
8900,16190,1.48731e-11,0.994668,7.137963,150.26376808798554,-0.06944036158591933
8900,16200,2.96937e-13,0.996051,7.763767,148.47491370598556,-0.13552932791367076
8900,16210,1.35064e-14,0.996822,7.888533000000001,146.68605932398685,-0.18383281976146928
8900,16220,1.23919e-13,0.996343,7.901179999999999,144.89720494198684,-0.23792684726852012
8900,16230,4.53109e-10,0.993766,7.875919999999999,143.10835055998686,-0.27485095636748735
8900,16240,1.02573e-06,0.989708,7.926591999999999,141.31949617798688,-0.2943915989585284
8900,16250,3.60102e-06,0.9887,7.885459,139.53064179598738,-0.31230844764030763
8900,16260,9.55414e-09,0.992167,7.270942999999999,137.74178741398737,-0.31707091646292956
8900,16270,7.5869e-12,0.995064,6.9994889,135.95293303198738,-0.3060454824609844
8900,16280,1.02373e-13,0.99622,6.964892,134.16407864998737,-0.3265900366090932
8900,16290,1.33582e-13,0.996118,6.95169621,132.3752242679874,-0.36513376363198247
8900,16300,3.03937e-12,0.995236,6.90208604,130.5863698859874,-0.3531843709503352
8900,16310,2.91347e-11,0.99445,6.292893600000001,128.7975155039874,-0.3658604569704015
8900,16320,4.14926e-11,0.994388,6.0263487,127.0086611219874,-0.3835900681605195
8900,16330,2.23296e-11,0.99474,5.9867038,125.2198067399879,-0.41647749502456977
8900,16340,3.33e-11,0.994634,5.97288816,123.4309523579879,-0.4049100862132464
8900,16350,1.00552e-10,0.994196,5.92247631,121.64209797598791,-0.36481868605589624
8900,16360,1.68674e-10,0.993905,5.304848499999999,119.85324359398922,-0.3055362636126199
8900,16370,2.22125e-09,0.992707,5.02968843,118.06438921198922,-0.24084858434587758
8900,16380,1.30328e-08,0.992018,4.984040749999999,116.27553482998923,-0.18206033321009343
8900,16390,6.6751e-08,0.991401,4.74952986,114.48668044798923,-0.11723293799486928
8900,16400,5.85377e-07,0.990237,4.0237305899999996,112.69782606598923,-0.06505987182245067
8900,16410,5.08997e-06,0.988181,3.9970558899999995,110.90897168398973,-0.05111806521059586
8900,16420,3.18544e-05,0.98555,3.99944697,109.12011730198974,-0.021594927297157708
8900,16430,0.000855448,0.980585,3.9903406200000004,107.33126291998974,0.0048964294887448
8900,16440,0.216988,0.757867,3.9828777799999995,105.54240853798974,0.007847043531888104
8900,16450,0.933671,0.0362282,3.95080096,103.75355415598976,0.026550630380453955
8900,16460,0.974186,0.00621826,3.0012734799999996,101.96469977399106,0.014351428520866814
8910,16070,0.977711,0.00519746,0.06572275000000001,168.652786446704,-0.08142000594791121
8910,16080,0.977844,0.00510862,1.8900086400000002,165.09283317078444,-0.08568172838134305
8910,16090,0.977952,0.00499035,2.01367565,161.5328798948649,-0.08793628378921034
8910,16100,0.978433,0.00470705,2.02856381,157.97292661894403,-0.047275868022827
8910,16110,0.976594,0.00491647,2.07585155,154.73590404298528,-0.008192604065055665
8910,16120,0.96118,0.00834258,2.41020861,152.9470496609853,0.012200950568027448
8910,16130,0.0608371,0.91739,3.5860746699999995,151.15819527898577,0.04225536997724968
8910,16140,1.32027e-06,0.987956,3.96087632,149.3693408969858,0.0500789933443068
8910,16150,1.10973e-10,0.993075,3.9965121900000002,147.5804865149858,0.05275052160284617
8910,16160,5.406e-12,0.994396,4.04931385,145.7916321329858,0.04703786107962541
8910,16170,1.23961e-10,0.993529,4.3903025,144.0027777509858,0.02050261118866204
8910,16180,3.05839e-09,0.992364,6.47387572,142.2139233689871,-0.03844746840187305
8910,16190,1.07391e-09,0.993122,6.914639299999999,140.42506898698713,-0.09806430181942799
8910,16200,3.08503e-11,0.994739,6.9582098,138.63621460498712,-0.17767730666982928
8910,16210,1.07908e-12,0.995743,7.015937,136.84736022298713,-0.22708106517299048
8910,16220,2.47859e-11,0.994818,7.350102,135.0585058409876,-0.28227103610617643
8910,16230,7.04048e-09,0.992539,7.604669,133.26965145898762,-0.31428147235784726
8910,16240,3.40237e-07,0.990124,7.921272999999999,131.48079707698764,-0.3379529362437847
8910,16250,3.16785e-10,0.993211,7.943256000000001,129.69194269498763,-0.3400314458280931
8910,16260,1.20744e-14,0.996333,7.943788000000001,127.90308831298765,-0.3390059198374212
8910,16270,2.63895e-18,0.997915,7.8627899999999995,126.11423393098765,-0.3438235481441759
8910,16280,4.38417e-19,0.998229,7.281543,124.32537954898895,-0.3620574902666884
8910,16290,8.93698e-18,0.997888,6.991892699999999,122.53652516698897,-0.37006387894289916
8910,16300,2.19145e-15,0.996999,7.0019043000000005,120.74767078498816,-0.36173579767693326
8910,16310,6.12379e-13,0.995738,7.285276,118.95881640298946,-0.3820238417293374
8910,16320,1.11541e-12,0.995721,7.455748999999999,117.16996202098946,-0.3924765115197689
8910,16330,1.19722e-13,0.996347,6.4560200000000005,115.38110763898948,-0.3875476858813441
8910,16340,2.33658e-14,0.996572,6.01246493,113.59225325698948,-0.3699568305979253
8910,16350,4.43513e-14,0.996307,6.014812170000001,111.80339887498948,-0.30864195192951244
8910,16360,1.53071e-12,0.995428,6.289027319999999,110.01454449298949,-0.25123967463632957
8910,16370,2.71605e-10,0.99376,6.45122664,108.2256901109895,-0.16728748590765935
8910,16380,1.02413e-08,0.99231,5.435922189999999,106.43683572898999,-0.12901662608495396
8910,16390,2.62956e-08,0.991912,4.27448211,104.64798134699,-0.10360859814410127
8910,16400,1.04854e-07,0.991184,4.03939621,102.85912696499001,-0.03367476726376419
8910,16410,2.07451e-06,0.989086,4.31968627,101.07027258299,-0.03657539547786595
8910,16420,7.17995e-05,0.985428,4.57203946,99.28141820099,-0.007275310287456414
8910,16430,0.00937311,0.970616,4.15096913,97.49256381899131,0.007929032267788986
8910,16440,0.720094,0.252203,3.99519898,95.70370943699133,0.0108674277711376
8910,16450,0.959706,0.0118079,3.9871029499999997,93.91485505499134,0.009022924810779018
8910,16460,0.975412,0.00590329,3.18039182,92.12600067299134,0.0012024266529661151
8920,16070,0.977823,0.0051868,0.16365455,159.30790909741415,-0.03971613560640599
8920,16080,0.978157,0.00503372,1.5928041,155.747955821495,-0.05565436791926379
8920,16090,0.977902,0.00503986,2.00928629,152.18800254557544,-0.0751231651275599
8920,16100,0.97809,0.00479218,2.01711849,148.6280492696546,-0.05217917080113255
8920,16110,0.977751,0.00492975,2.02486672,145.06809599373503,-0.00622802955075943
8920,16120,0.970716,0.00608628,2.2564074099999996,143.10835055998606,0.012848004223862687
8920,16130,0.400098,0.574443,3.3879579900000003,141.31949617798736,0.038413753783882544
8920,16140,7.23315e-05,0.984611,3.86459432,139.53064179598738,0.03919691832924937
8920,16150,1.43884e-08,0.990872,3.98484879,137.74178741398737,0.032165384310339086
8920,16160,4.97918e-10,0.99285,4.00082329,135.95293303198738,0.022169449602726876
8920,16170,3.41288e-09,0.992373,4.23715026,134.16407864998737,-0.010663919517314319
8920,16180,7.57905e-08,0.991091,5.936089560000001,132.3752242679874,-0.032688016312654236
8920,16190,5.16243e-08,0.991519,6.820849020000001,130.5863698859879,-0.09573989176142386
