X,Z,open,closed,neighbors,DToPath,ElevationChange
9480,16100,6.58936e-20,0.998325,7.9839850000000006,60.24277475164347,0.4224051266331914
9480,16110,3.93901e-15,0.996813,7.98379,69.89706557722786,0.5007561248157184
9480,16120,3.24554e-13,0.995877,7.986056,79.551356402811,0.5702335645361685
9490,15930,0.00139589,0.982018,5.801618829999999,106.48682780619056,1.280738020680399
9490,15940,4.72841e-05,0.986674,5.22430752,96.83253698060618,1.2786872290068028
9490,15950,5.86516e-07,0.990003,5.3591714999999995,87.17824615502305,1.2495162765342378
9490,15960,1.52628e-09,0.99273,7.2954550000000005,77.52395532943818,1.1817274943099816
9490,15970,1.18361e-11,0.994271,7.765721999999999,67.86966450385378,1.0686652853287977
9490,15980,2.93701e-13,0.9953,7.8903989999999995,58.21537367827066,0.9228530073019753
9490,15990,3.89316e-13,0.995363,7.933748,48.561082852688024,0.7451631167963937
9490,16000,6.29885e-12,0.994835,7.9510440000000004,38.90679202710315,0.5208260196682457
9490,16010,1.41302e-10,0.993981,7.957814,29.252501201518275,0.37565481143441076
9490,16020,5.75659e-12,0.995215,7.962261,19.59821037593563,0.19530859599911438
9490,16030,3.33315e-16,0.997472,7.966177,9.943919550352513,0.10364551059590191
9490,16040,1.06089e-20,0.998688,7.972255999999999,0.2896287247676391,-0.05575092563327253
9490,16050,3.63797e-23,0.999065,7.973737,9.36466210081676,-0.0025785400533746105
9490,16060,1.32419e-24,0.999202,7.973774,19.018952926399876,0.04531604490925466
9490,16070,3.22188e-25,0.999236,7.9766070000000004,28.673243751984277,0.1481456838711346
9490,16080,2.36733e-24,0.999135,7.979275000000001,38.3275345775674,0.24040313523302453
9490,16090,5.38753e-23,0.998988,7.979709,47.981825403152264,0.3899913402857941
9490,16100,9.92382e-21,0.99863,7.979607,57.636116228734906,0.47925338639260134
9490,16110,9.05776e-17,0.997556,7.983945,67.29040705431979,0.567230294016283
9490,16120,1.44395e-14,0.99668,7.987846000000001,76.9446978799029,0.6339440797443953
9500,15930,0.495918,0.478924,5.72949993,109.09348632909737,1.2827268086442558
9500,15940,0.0344304,0.945744,5.15720818,99.43919550351426,1.2663658900590424
9500,15950,0.00026081,0.984873,6.08733313,89.78490467792986,1.2370774356655723
9500,15960,4.83251e-08,0.990684,6.9624789,80.13061385234674,1.1667160708864646
9500,15970,1.42032e-11,0.993758,7.046454,70.47632302676186,1.0663548424562694
9500,15980,3.4684e-13,0.994841,7.429023000000001,60.82203220117747,0.9079809986433235
9500,15990,3.35445e-13,0.995195,7.902714999999999,51.16774137559435,0.7161398560030713
9500,16000,2.75014e-11,0.994322,7.9467669999999995,41.513450550011704,0.46456157962778905
9500,16010,2.34784e-10,0.993942,7.9571629999999995,31.85915972442683,0.31356829547799653
9500,16020,4.92459e-12,0.995439,7.962584,22.204868898843717,0.15257710063892554
9500,16030,2.18043e-16,0.997594,7.964880000000001,12.550578073259315,-0.020820035980792472
9500,16040,1.69773e-21,0.998829,7.969094999999999,2.896287247676198,-0.047469066323381805
9500,16050,3.49214e-25,0.999281,7.970566,6.758003577908675,0.023452895570393054
9500,16060,9.39851e-28,0.99947,7.972304,16.412294403493075,0.043846790772582675
9500,16070,1.05017e-28,0.999513,7.975405,26.066585229076193,0.1536725499146015
9500,16080,4.52145e-27,0.999395,7.978281000000001,35.720876054660586,0.2349248772238103
9500,16090,2.71969e-25,0.999282,7.977404999999999,45.37516688024371,0.3926311501280779
9500,16100,1.23592e-22,0.998993,7.976495,55.029457705828584,0.4518880038041934
9500,16110,1.37323e-19,0.998429,7.980835,64.68374853141123,0.5936474478055234
9500,16120,1.75345e-18,0.998169,7.985576,74.3380393569961,0.6780927617151187
9510,15930,0.958352,0.0116618,5.09084805,111.70014485200547,1.2834230097639843
9510,15940,0.462512,0.512958,5.6692202,102.04585402642105,1.2440398994055832
9510,15950,0.00190069,0.981397,6.82321194,92.39156320083795,1.1919653767144072
9510,15960,7.21117e-07,0.988863,6.947516160000001,82.73727237525354,1.1108070885862145
9510,15970,1.95121e-10,0.992643,6.9574809900000005,73.08298154967044,0.9481862754303991
9510,15980,3.39538e-12,0.994131,6.9682718,63.428690724085556,0.7759950130362291
9510,15990,1.25428e-11,0.994087,7.4709080000000005,53.774399898502914,0.5949406419143413
9510,16000,5.06962e-10,0.993297,7.939959999999999,44.120109072918034,0.41887813904853105
9510,16010,5.89929e-09,0.992661,7.951964,34.465818247334916,0.2808884412569927
9510,16020,1.76538e-10,0.99427,7.960133000000001,24.811527421750515,0.13541794083691253
9510,16030,1.89074e-15,0.997191,7.963907999999999,15.157236596167401,0.020874355517018352
9510,16040,8.07602e-22,0.998874,7.965103,5.5029457705830005,-0.013270872784391645
9510,16050,5.09296e-27,0.999441,7.96411,4.1513450550001165,0.002639809842283947
9510,16060,3.55334e-30,0.999614,7.965918,13.80563588058499,0.023514165359302217
9510,16070,2.57472e-31,0.999659,7.97008,23.45992670616939,0.12180799486702543
9510,16080,1.58611e-30,0.999639,7.974969,33.11421753175251,0.21637481283721405
9510,16090,1.56273e-27,0.99948,7.9758830000000005,42.76850835733563,0.33937262085558717
9510,16100,6.26842e-25,0.99928,7.973806000000001,52.42279918292002,0.4472083025093245
9510,16110,1.67451e-23,0.999133,7.974642000000001,62.077090008504896,0.5159066118174106
9510,16120,5.96789e-23,0.999041,7.979094,71.73138083408755,0.6273050463751068
9520,15930,0.965549,0.00458656,5.9209842,114.30680337491225,1.2086991054623306
9520,15940,0.589467,0.385297,6.00546224,104.65251254932915,1.1380793188122873
9520,15950,0.00239827,0.981048,6.89459699,94.9982217237465,1.0644850317974
9520,15960,3.21191e-06,0.988283,6.945258309999999,85.34393089816163,0.9667806621505188
9520,15970,3.24451e-09,0.991898,6.9543678700000005,75.68964007257675,0.8612022569432675
9520,15980,4.92169e-11,0.993646,6.95998956,66.0353492469941,0.7025437584582562
9520,15990,1.95309e-10,0.993359,7.3420380000000005,56.38105842141099,0.5472153299531943
9520,16000,1.60447e-08,0.9919,7.93673,46.726767595826594,0.3575146285567013
9520,16010,4.22299e-07,0.990485,7.945501,37.07247677024172,0.19185001811223076
9520,16020,1.07927e-08,0.992328,7.956362,27.418185944658603,0.1005187742041834
9520,16030,1.89367e-13,0.996113,7.961782,17.763895119074203,-0.002646796886824653
