X,Z,open,closed,neighbors,DToPath,ElevationChange
9019,16010,0.969066,0.00781059,0.75945774,107.3366163,0.000840666
9019,16020,0.969066,0.00781059,0.75945774,104.0395241,-0.002028512
9019,16030,0.969066,0.00781059,0.19714452,100.742432,-0.001609179
9019,16040,0.969066,0.00781059,0.19714452,97.44533985,-4.01E-05
9019,16050,0.969066,0.00781059,0.19714452,94.14824771,0.002871433
9019,16060,0.821219,0.149207,0.19714452,90.85115556,0.002768858
9019,16070,0.821219,0.149207,0.19714452,87.55406341,0.006494814
9019,16080,0.821219,0.149207,1.02614552,84.25697127,0.008689419
9019,16090,0.821219,0.149207,1.02614552,80.95987912,0.012699982
9019,16100,0.821219,0.149207,1.02614552,77.66278698,0.016252559
9019,16110,0.959776,0.0102344,1.02614552,74.36569483,0.022379079
9019,16120,0.959776,0.0102344,1.02614552,71.06860268,0.023806314
9019,16130,0.959776,0.0102344,2.89871308,67.77151054,0.021719769
9019,16140,0.959776,0.0102344,2.89871308,64.47441839,0.020992531
9019,16150,0.959776,0.0102344,2.89871308,61.17732625,0.021604508
9019,16160,0.979041,0.00424066,2.89871308,57.8802341,0.018589701
9019,16170,0.979041,0.00424066,2.89871308,54.58314195,0.015051451
9019,16180,0.979041,0.00424066,4.52549039,51.28604981,0.011829786
9019,16190,0.979041,0.00424066,4.52549039,47.98895766,0.009243729
9019,16200,0.979041,0.00424066,4.52549039,44.69186552,4.68E-05
9019,16210,0.279466,0.697343,4.52549039,41.39477337,-0.006396979
9019,16220,0.279466,0.697343,4.52549039,38.09768122,-0.007093131
9019,16230,0.279466,0.697343,6.57321566,34.80058908,-0.01282265
9019,16240,0.279466,0.697343,6.57321566,31.50349693,-0.014197069
9019,16250,0.279466,0.697343,6.57321566,28.20640479,-0.014324069
9019,16260,3.92E-07,0.990115,6.57321566,24.90931264,-0.004013699
9019,16270,3.92E-07,0.990115,6.57321566,21.61222049,-0.004096324
9019,16280,3.92E-07,0.990115,7.663359,18.31512835,-0.001727608
9019,16290,3.92E-07,0.990115,7.663359,15.0180362,-0.011838024
9019,16300,3.92E-07,0.990115,7.663359,11.72094405,-0.010151003
9019,16310,1.83E-18,0.998114,7.663359,8.423851909,-0.008402575
9019,16320,1.83E-18,0.998114,7.663359,5.126759763,0
9019,16330,1.83E-18,0.998114,7.969964,1.829667617,0
9029,16010,0.969066,0.00781059,2.76979346,97.89579093,-0.002058941
