X,Z,preditcedLethality
8900,16070,11.817771783475692
8900,16080,5.872251344685267
8900,16090,1.2718391675435465
8900,16100,-1.1874749610492263
8900,16110,-2.344530922781211
8900,16120,-3.265879688538569
8900,16130,-13.011970276310562
8900,16140,-13.521649705322295
8900,16150,-13.13681883921148
8900,16160,-12.688106292784457
8900,16170,-12.219649013394687
8900,16180,-10.272406979604568
8900,16190,-8.136949322528105
8900,16200,-5.804768601197145
8900,16210,-4.6441893736228685
8900,16220,-3.721321087572863
8900,16230,-3.1515920884608684
8900,16240,-2.652212542632848
8900,16250,-2.309737409697672
8900,16260,-3.1832726270204845
8900,16270,-3.465817934791208
8900,16280,-3.056717003714724
8900,16290,-2.486671301907793
8900,16300,-2.469354731354397
8900,16310,-3.115498848800516
8900,16320,-3.1174463197188715
8900,16330,-2.6872335526136273
8900,16340,-2.6022428240038464
8900,16350,-2.788150680061842
8900,16360,-3.7441584099174885
8900,16370,-4.285583154629689
8900,16380,-4.535513762447785
8900,16390,-4.955471815677653
8900,16400,-5.5270062170463685
8900,16410,-5.4338056368676
8900,16420,-5.425869819645028
8900,16430,-5.412837600442106
8900,16440,-4.7236845171208355
8900,16450,-2.7688959740936867
8900,16460,-2.0130051238101996
8910,16070,10.10999349689368
8910,16080,2.173523179846
8910,16090,1.5023569608455527
8910,16100,0.6915467322068305
8910,16110,-0.17306743811234826
8910,16120,-1.8124029992649615
8910,16130,-11.563525100478536
8910,16140,-11.774591439568031
8910,16150,-11.409645801295207
8910,16160,-11.049505006755746
8910,16170,-10.518099806704152
8910,16180,-8.063074965914087
8910,16190,-6.436212367282458
8910,16200,-5.215023398611226
8910,16210,-4.320956147159837
8910,16220,-2.9211111045368985
8910,16230,-1.8977468773266186
8910,16240,-0.7933678365720405
8910,16250,-0.4177421697895878
8910,16260,-0.12552918445084815
8910,16270,-0.0063446025706688225
8910,16280,-0.84596653142497
8910,16290,-1.1202532937371035
8910,16300,-0.9730929860888184
8910,16310,-0.10002092892327541
8910,16320,0.5161941680004705
8910,16330,-1.1210043764232966
8910,16340,-1.703419916383679
8910,16350,-1.9177454785871109
8910,16360,-1.702333430123137
8910,16370,-1.7899251689417341
8910,16380,-3.1908681820899654
8910,16390,-4.157410946629179
8910,16400,-4.481886132614994
8910,16410,-4.10151363316932
8910,16420,-3.8882946481814398
8910,16430,-4.091602439851254
8910,16440,-2.6721480722316673
8910,16450,-2.06045102946543
8910,16460,-1.6739044348287195
8920,16070,7.48989496177871
8920,16080,1.945128855309235
8920,16090,0.6956384901365378
8920,16100,0.21301111879195345
8920,16110,-0.4728205015376763
8920,16120,-1.4543843577467617
8920,16130,-7.830472374925513
8920,16140,-10.213860680559723
8920,16150,-9.751833552098477
8920,16160,-9.349476681305525
8920,16170,-8.764160282510694
8920,16180,-7.121709581042241
8920,16190,-4.983973643794053
8920,16200,-3.5962182514333736
8920,16210,-2.8628147747160537
8920,16220,-1.8612737651884221
8920,16230,-0.920193573074227
8920,16240,0.3654619362814153
8920,16250,1.041164818770715
8920,16260,1.1600412368525697
8920,16270,1.4598091650443243
8920,16280,1.598487085675456
8920,16290,0.8918262921538616
8920,16300,1.5479768419952076
8920,16310,2.181880382396384
8920,16320,1.9646614309961747
8920,16330,1.9798169496626676
8920,16340,0.048938133415043605
8920,16350,-0.31599957446747995
8920,16360,0.2227173277883696
8920,16370,0.07390457046700982
8920,16380,-0.0746926212033796
8920,16390,-2.6023879445820643
8920,16400,-2.9628062302435096
8920,16410,-2.4694883051392993
8920,16420,-2.387865731314997
8920,16430,-2.2988825129696777
8920,16440,-1.8971386837361437
8920,16450,-1.5226508429997545
8920,16460,-1.3680368112213634
8930,16070,4.833827774971802
8930,16080,1.7300835758045277
8930,16090,-0.01651437357774954
8930,16100,-0.07440681228746415
8930,16110,-0.7563704840751488
8930,16120,-1.8180933181801184
8930,16130,-4.771606165152324
8930,16140,-8.633378175877073
8930,16150,-8.108640852979743
8930,16160,-7.66743562443564
8930,16170,-7.229369341660695
8930,16180,-6.053129447592941
8930,16190,-3.8352788002951512
8930,16200,-2.1217710413164848
8930,16210,-1.4340707066719829
8930,16220,-0.6808561411151461
8930,16230,-0.25716010057898187
8930,16240,0.8459399977369215
8930,16250,2.0402438197094166
8930,16260,2.1876442678692345
8930,16270,2.269063707491467
8930,16280,2.3908726811548013
8930,16290,2.5566943394172976
8930,16300,2.8427165422352165
8930,16310,2.821211497595272
8930,16320,2.477339082530628
8930,16330,2.6744896494615387
8930,16340,2.879133156917175
8930,16350,2.7552962536251884
8930,16360,2.4350045991590936
8930,16370,1.8626954530015483
8930,16380,1.1242791834865327
8930,16390,0.8902048676200369
8930,16400,0.017102109668079013
8930,16410,-0.6204432919249991
8930,16420,-0.5675345098327482
8930,16430,-0.34485625747379745
8930,16440,-0.2672376660278215
8930,16450,-0.6874088416959645
8930,16460,-0.7409020533203106
8940,16070,4.215366742335995
8940,16080,1.3331497672900663
8940,16090,-0.6304710183039757
8940,16100,-0.6774190169506373
8940,16110,-1.1219957417305513
8940,16120,-1.5877626334199992
8940,16130,-2.997657166040938
8940,16140,-6.742382840655797
8940,16150,-6.536186517400106
8940,16160,-6.142145407726073
8940,16170,-5.77891504616729
8940,16180,-4.723302989541773
8940,16190,-3.1559612537121278
8940,16200,-1.1104218655578504
8940,16210,-0.5881348101664678
8940,16220,-0.08704969705888965
8940,16230,0.3421821180774809
8940,16240,0.7935144136775913
8940,16250,2.7068717867114818
8940,16260,2.617969915740232
8940,16270,2.7169667920085714
8940,16280,2.8771014344066193
8940,16290,3.0619837223890953
8940,16300,3.415009187335946
8940,16310,3.2215653277568914
8940,16320,2.8603531466223564
8940,16330,2.9975493198139618
8940,16340,3.266826825848559
8940,16350,3.401649236255221
8940,16360,3.4238591446819666
8940,16370,3.277176656578732
8940,16380,3.2701923567691886
8940,16390,2.5299578349922114
8940,16400,1.755369273834634
8940,16410,1.8214889719390537
8940,16420,1.9737108597929316
8940,16430,2.019311409004889
8940,16440,1.4779727801023141
8940,16450,0.6282630524776196
8940,16460,0.07384187912953433
8950,16070,3.510876633253108
8950,16080,0.7803572992667713
8950,16090,0.20532654730569133
8950,16100,-0.8762955975910427
8950,16110,-1.2532624493961966
8950,16120,-1.2622178851227308
8950,16130,-2.335097727333196
8950,16140,-2.9058484698337907
8950,16150,-4.741083094407617
8950,16160,-4.669094375802757
8950,16170,-4.347671477697828
8950,16180,-3.31340024519834
8950,16190,-2.694995393116462
8950,16200,-0.24882287289115412
8950,16210,0.3904147115662471
8950,16220,0.7859100305253635
8950,16230,1.040462658498273
8950,16240,1.3558188421463182
8950,16250,2.9565707899576146
8950,16260,3.073577288888312
8950,16270,3.203071883331512
8950,16280,3.3124635621810063
8950,16290,3.49368593547736
8950,16300,3.747852605459833
8950,16310,3.5844005226988833
8950,16320,3.3659494116035935
8950,16330,3.530020147589829
8950,16340,3.608771654721024
8950,16350,3.7249707276743362
8950,16360,3.7611571161075514
8950,16370,3.74490248215049
8950,16380,3.780974073078104
8950,16390,3.426947040807221
8950,16400,2.414485904540248
8950,16410,2.425285140071526
8950,16420,2.51385397374173
8950,16430,2.5429368204248686
8950,16440,2.3389749518981415
8950,16450,1.5678554231974617
8950,16460,0.7354796297652546
8960,16070,1.0101602025846357
8960,16080,-0.8888745053859997
8960,16090,0.1592976755085327
8960,16100,0.3165512189331312
8960,16110,0.2548613919439435
8960,16120,-0.359293452140911
8960,16130,-1.3479616453896743
8960,16140,-1.62966136176234
8960,16150,-1.5336879105675227
8960,16160,-1.5994111813005376
8960,16170,-2.0958296955313886
8960,16180,-1.8661048425114597
8960,16190,-1.7787600089463815
8960,16200,-1.313062091318018
8960,16210,0.04622969106186536
8960,16220,0.6148532130411213
8960,16230,1.259384381876968
8960,16240,1.7325246232198888
8960,16250,2.0107441198726748
8960,16260,3.4840396611914373
8960,16270,3.5899977983506237
8960,16280,3.6856769291096527
8960,16290,3.7942522710096105
8960,16300,3.9350100522949885
8960,16310,3.8115052705067214
8960,16320,3.760993828117441
8960,16330,3.829316294497756
8960,16340,3.913023527831334
8960,16350,3.929411708330397
8960,16360,4.051815487070616
8960,16370,4.043721509622859
8960,16380,4.013063253366102
8960,16390,3.0587631610450723
8960,16400,2.7772139100547846
8960,16410,2.7712982333324634
8960,16420,2.8109244564096088
8960,16430,2.8020191794115985
8960,16440,2.0873156068915035
8960,16450,1.902077780288764
8960,16460,1.2842802986050816
8970,16070,0.32640039826472345
8970,16080,-0.5952924705186082
8970,16090,-0.3541489021029425
8970,16100,0.2237634021686996
8970,16110,0.3139882567775998
8970,16120,0.07869562336972313
8970,16130,-0.6198008160009487
8970,16140,-1.094704527979259
8970,16150,-0.9901104981476725
8970,16160,-0.9682897429506565
8970,16170,-1.0327417623577468
8970,16180,-1.0293802987054987
8970,16190,-0.7759798299110316
8970,16200,-0.5846353448466954
8970,16210,-0.02657095670793841
8970,16220,0.9406168973631366
8970,16230,1.3850954309872048
8970,16240,2.015048494879467
8970,16250,2.2152973397750753
8970,16260,2.796181804302275
8970,16270,3.8127663387639097
8970,16280,3.9230257471362893
8970,16290,3.980030236615803
8970,16300,4.040466097041395
8970,16310,3.9759077811629875
8970,16320,3.9453428436088966
8970,16330,3.974398910150633
8970,16340,3.984165269901142
8970,16350,4.026983842088858
8970,16360,4.042965051490489
8970,16370,4.043112257390074
8970,16380,3.9781176279238064
8970,16390,3.117852108505246
8970,16400,2.868279762070991
8970,16410,2.829540546878735
8970,16420,2.8223550609290515
